INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30111391	3	1	10	391	Tattoo2_2	HÕng Liên Bång Công Ðiêu Vån C¤p 1	Ðiêu Vån th¥n bí có th¬ kh¡c trên dây chuy«n, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên dây chuy«n thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Bång Công +10#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	1	0	2005	-1	1
30111392	3	1	10	392	Tattoo2_2	HÕng Liên Bång Công Ðiêu Vån C¤p 2	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Bång công+20#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	2	0	2005	-1	1
30111393	3	1	10	393	Tattoo2_2	HÕng Liên Bång Công Ðiêu Vån C¤p 3	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Bång công+30#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	3	0	2005	-1	1
30111394	3	1	10	394	Tattoo2_3	HÕng Liên Bång Công Ðiêu Vån C¤p 4	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Bång công+60#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	4	0	2005	-1	1
30111395	3	1	10	395	Tattoo2_3	HÕng Liên Bång Công Ðiêu Vån C¤p 5	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Bång công+100#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	5	0	2005	-1	1
30111396	3	1	10	396	Tattoo2_3	HÕng Liên Bång Công Ðiêu Vån C¤p 6	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Bång công+120#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	6	0	2005	-1	1
30111397	3	1	10	397	Tattoo2_4	HÕng Liên Bång Công Ðiêu Vån C¤p 7	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Bång công+140#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	7	0	2005	-1	1
30111398	3	1	10	398	Tattoo2_4	HÕng Liên Bång Công Ðiêu Vån C¤p 8	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Bång công+170#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	8	0	2005	-1	1
30111399	3	1	10	399	Tattoo2_4	HÕng Liên Bång Công Ðiêu Vån c¤p 9	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Bång công+200#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	9	0	2005	-1	1
30111400	3	1	10	400	Tattoo2_5	HÕng Liên Bång Công Ðiêu Vån C¤p 10	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Bång công+240#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸,, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	10	0	2005	-1	1
30111401	3	1	10	401	Tattoo2_2	HÕng Liên Höa Công Ðiêu Vån C¤p 1	Ðiêu Vån th¥n bí có th¬ kh¡c trên dây chuy«n, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên dây chuy«n thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Höa Công +10#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	1	0	2005	-1	1
30111402	3	1	10	402	Tattoo2_2	HÕng Liên Höa Công Ðiêu Vån C¤p 2	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Höa công+20#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	2	0	2005	-1	1
30111403	3	1	10	403	Tattoo2_2	HÕng Liên Höa Công Ðiêu Vån C¤p 3	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Höa công+30#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	3	0	2005	-1	1
30111404	3	1	10	404	Tattoo2_3	HÕng Liên Höa Công Ðiêu Vån C¤p 4	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Höa công+60#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	4	0	2005	-1	1
30111405	3	1	10	405	Tattoo2_3	HÕng Liên Höa Công Ðiêu Vån C¤p 5	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Höa công+100#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	5	0	2005	-1	1
30111406	3	1	10	406	Tattoo2_3	HÕng Liên Höa Công Ðiêu Vån C¤p 6	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Höa công+120#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	6	0	2005	-1	1
30111407	3	1	10	407	Tattoo2_4	HÕng Liên Höa Công Ðiêu Vån C¤p 7	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Höa công+140#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	7	0	2005	-1	1
30111408	3	1	10	408	Tattoo2_4	HÕng Liên Höa Công Ðiêu Vån C¤p 8	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Höa công+170#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	8	0	2005	-1	1
30111409	3	1	10	409	Tattoo2_4	HÕng Liên Höa Công Ðiêu Vån C¤p 9	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Höa công+200#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	9	0	2005	-1	1
30111410	3	1	10	410	Tattoo2_5	HÕng Liên Höa Công Ðiêu Vån C¤p 10	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Höa công+240#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸,, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	10	0	2005	-1	1
30111411	3	1	10	411	Tattoo2_2	HÕng Liên Huy«n Công Ðiêu Vån C¤p 1	Ðiêu Vån th¥n bí có th¬ kh¡c trên dây chuy«n, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên dây chuy«n thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Huy«n Công +10#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	1	0	2005	-1	1
30111412	3	1	10	412	Tattoo2_2	HÕng Liên Huy«n Công Ðiêu Vån C¤p 2	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Huy«n công+20#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	2	0	2005	-1	1
30111413	3	1	10	413	Tattoo2_2	HÕng Liên Huy«n Công Ðiêu Vån C¤p 3	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Huy«n công+30#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	3	0	2005	-1	1
