INT	INT	INT	STRING	INT	INT	INT
10423061	-1	2005	-1	0	1	1
10423062	-1	2005	-1	0	1	1
10423064	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® khiªn ð¯i phß½ng r½i vào trÕng thái ma tý	0	1	0
10423065	-1	2005	-1	0	1	1
10423066	-1	2005	-1	0	1	1
10423069	-1	2005	-1	0	1	1
10423070	-1	2005	-1	0	1	1
10423071	-1	2005	-1	0	1	1
10423072	-1	2005	-1	0	1	1
10423073	-1	2005	-1	0	1	1
10423074	-1	2005	-1	0	1	1
10423075	-1	2005	-1	0	1	1
10423076	-1	-1	#c00ff00trang b¸: Ðánh trúng kë ð¸ch có khä nång kích hoÕt Phong Huy®t	0	1	0
10423077	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i thü có tï l® khiªn cho ð¯i thü b¸ Tê Li®t	0	1	0
10430001	-1	2005	-1	0	1	1
10430002	-1	2005	-1	0	1	1
10430003	-1	2005	-1	0	1	1
10430004	-1	2005	-1	0	1	1
10430005	-1	2005	-1	0	1	1
10430006	-1	2005	-1	0	1	1
10430007	-1	2005	-1	0	1	1
10430008	-1	2005	-1	0	1	1
10430009	-1	2005	-1	0	1	1
10430010	-1	2005	-1	0	1	1
10430011	-1	2005	-1	0	1	1
10430012	-1	2005	-1	0	1	1
10430013	-1	2005	-1	0	1	1
10430014	-1	2005	-1	0	1	1
10430015	-1	2005	-1	0	1	1
10430016	-1	2005	-1	0	1	1
10430017	-1	2005	-1	0	1	1
10430018	-1	2005	-1	0	1	1
10430019	-1	2005	-1	0	1	1
10430020	-1	2005	-1	0	1	1
10430021	-1	2005	-1	0	1	1
10430022	-1	2005	-1	0	1	1
10430023	-1	2005	-1	0	1	1
10430024	-1	2005	-1	0	1	1
10430025	-1	2005	-1	0	1	1
10430026	-1	2005	-1	0	1	1
10430027	-1	2005	-1	0	1	1
10430028	-1	2005	-1	0	1	1
10430029	-1	2005	-1	0	1	1
10430030	-1	2005	-1	0	1	1
10430101	-1	2005	-1	0	1	1
10430102	-1	2005	-1	0	1	1
10430103	-1	2005	-1	0	1	1
10430104	-1	2005	-1	0	1	1
10430105	-1	2005	-1	0	1	1
10430106	-1	2005	-1	0	1	1
10430107	-1	2005	-1	0	1	1
10430108	-1	2005	-1	0	1	1
10430109	-1	2005	-1	0	1	1
10430110	-1	2005	-1	0	1	1
10430111	-1	2005	-1	0	1	1
10430112	-1	2005	-1	0	1	1
10430113	-1	2005	-1	0	1	1
10430114	-1	2005	-1	0	1	1
10430115	-1	2005	-1	0	1	1
10430116	-1	2005	-1	0	1	1
10430117	-1	2005	-1	0	1	1
10430118	-1	2005	-1	0	1	1
10430119	-1	2005	-1	0	1	1
10430120	-1	2005	-1	0	1	1
10430121	-1	2005	-1	0	1	1
10430122	-1	2005	-1	0	1	1
10430123	-1	2005	-1	0	1	1
10430124	-1	2005	-1	0	1	1
10430125	-1	2005	-1	0	1	1
10430126	-1	2005	-1	0	1	1
10430127	-1	2005	-1	0	1	1
10430128	-1	2005	-1	0	1	1
10430129	-1	2005	-1	0	1	1
10430130	-1	2005	-1	0	1	1
10430201	-1	2005	-1	0	1	1
10430202	-1	2005	-1	0	1	1
10430203	-1	2005	-1	0	1	1
10430204	-1	2005	-1	0	1	1
10430205	-1	2005	-1	0	1	1
10430206	-1	2005	-1	0	1	1
10430207	-1	2005	-1	0	1	1
10430208	-1	2005	-1	0	1	1
10430209	-1	2005	-1	0	1	1
10430210	-1	2005	-1	0	1	1
10430211	-1	2005	-1	0	1	1
10430212	-1	2005	-1	0	1	1
10430213	-1	2005	-1	0	1	1
10430214	-1	2005	-1	0	1	1
10430215	-1	2005	-1	0	1	1
10430216	-1	2005	-1	0	1	1
10430217	-1	2005	-1	0	1	1
10430218	-1	2005	-1	0	1	1
10430219	-1	2005	-1	0	1	1
10430220	-1	2005	-1	0	1	1
10430221	-1	2005	-1	0	1	1
10430222	-1	2005	-1	0	1	1
10430223	-1	2005	-1	0	1	1
10430224	-1	2005	-1	0	1	1
10430225	-1	2005	-1	0	1	1
10430226	-1	2005	-1	0	1	1
10430227	-1	2005	-1	0	1	1
10430228	-1	2005	-1	0	1	1
10430229	-1	2005	-1	0	1	1
10430230	-1	2005	-1	0	1	1
10431001	-1	2005	-1	0	1	1
10431002	-1	2005	-1	0	1	1
10431003	-1	2005	-1	0	1	1
10431004	-1	2005	-1	0	1	1
10431005	-1	2005	-1	0	1	1
10431006	-1	2005	-1	0	1	1
10431007	-1	2005	-1	0	1	1
10431008	-1	2005	-1	0	1	1
10431009	-1	2005	-1	0	1	1
10431010	-1	2005	-1	0	1	1
10431011	-1	2005	-1	0	1	1
10431012	-1	2005	-1	0	1	1
10431013	-1	2005	-1	0	1	1
10431014	-1	2005	-1	0	1	1
10431015	-1	2005	-1	0	1	1
10431016	-1	2005	-1	0	1	1
10431017	-1	2005	-1	0	1	1
10431018	-1	2005	-1	0	1	1
10431019	-1	2005	-1	0	1	1
10431020	-1	2005	-1	0	1	1
10431021	-1	2005	-1	0	1	1
10431022	-1	2005	-1	0	1	1
10431023	-1	2005	-1	0	1	1
10431024	-1	2005	-1	0	1	1
10431025	-1	2005	-1	0	1	1
10431026	-1	2005	-1	0	1	1
10431027	-1	2005	-1	0	1	1
10431028	-1	2005	-1	0	1	1
10431029	-1	2005	-1	0	1	1
10431030	-1	2005	-1	0	1	1
10431101	-1	2005	-1	0	1	1
10431102	-1	2005	-1	0	1	1
10431103	-1	2005	-1	0	1	1
10431104	-1	2005	-1	0	1	1
10431105	-1	2005	-1	0	1	1
10431106	-1	2005	-1	0	1	1
10431107	-1	2005	-1	0	1	1
10431108	-1	2005	-1	0	1	1
10431109	-1	2005	-1	0	1	1
10431110	-1	2005	-1	0	1	1
10431111	-1	2005	-1	0	1	1
10431112	-1	2005	-1	0	1	1
10431113	-1	2005	-1	0	1	1
10431114	-1	2005	-1	0	1	1
10431115	-1	2005	-1	0	1	1
10431116	-1	2005	-1	0	1	1
10431117	-1	2005	-1	0	1	1
10431118	-1	2005	-1	0	1	1
10431119	-1	2005	-1	0	1	1
10431120	-1	2005	-1	0	1	1
10431121	-1	2005	-1	0	1	1
10431122	-1	2005	-1	0	1	1
10431123	-1	2005	-1	0	1	1
10431124	-1	2005	-1	0	1	1
10431125	-1	2005	-1	0	1	1
10431126	-1	2005	-1	0	1	1
10431127	-1	2005	-1	0	1	1
10431128	-1	2005	-1	0	1	1
10431129	-1	2005	-1	0	1	1
10431130	-1	2005	-1	0	1	1
10431201	-1	2005	-1	0	1	1
10431202	-1	2005	-1	0	1	1
10431203	-1	2005	-1	0	1	1
10431204	-1	2005	-1	0	1	1
10431205	-1	2005	-1	0	1	1
10431206	-1	2005	-1	0	1	1
10431207	-1	2005	-1	0	1	1
10431208	-1	2005	-1	0	1	1
10431209	-1	2005	-1	0	1	1
10431210	-1	2005	-1	0	1	1
10431211	-1	2005	-1	0	1	1
10431212	-1	2005	-1	0	1	1
10431213	-1	2005	-1	0	1	1
10431214	-1	2005	-1	0	1	1
10431215	-1	2005	-1	0	1	1
10431216	-1	2005	-1	0	1	1
10431217	-1	2005	-1	0	1	1
10431218	-1	2005	-1	0	1	1
10431219	-1	2005	-1	0	1	1
10431220	-1	2005	-1	0	1	1
10431221	-1	2005	-1	0	1	1
10431222	-1	2005	-1	0	1	1
10431223	-1	2005	-1	0	1	1
10431224	-1	2005	-1	0	1	1
10431225	-1	2005	-1	0	1	1
10431226	-1	2005	-1	0	1	1
10431227	-1	2005	-1	0	1	1
10431228	-1	2005	-1	0	1	1
10431229	-1	2005	-1	0	1	1
10431230	-1	2005	-1	0	1	1
10432001	-1	2005	-1	0	1	1
10432002	-1	2005	-1	0	1	1
10432003	-1	2005	-1	0	1	1
10432004	-1	2005	-1	0	1	1
10432005	-1	2005	-1	0	1	1
10432006	-1	2005	-1	0	1	1
10432007	-1	2005	-1	0	1	1
10432008	-1	2005	-1	0	1	1
10432009	-1	2005	-1	0	1	1
10432010	-1	2005	-1	0	1	1
10432011	-1	2005	-1	0	1	1
10432012	-1	2005	-1	0	1	1
10432013	-1	2005	-1	0	1	1
10432014	-1	2005	-1	0	1	1
10432015	-1	2005	-1	0	1	1
10432016	-1	2005	-1	0	1	1
10432017	-1	2005	-1	0	1	1
10432018	-1	2005	-1	0	1	1
10432019	-1	2005	-1	0	1	1
10432020	-1	2005	-1	0	1	1
10432021	-1	2005	-1	0	1	1
10432022	-1	2005	-1	0	1	1
10432023	-1	2005	-1	0	1	1
10432024	-1	2005	-1	0	1	1
10432025	-1	2005	-1	0	1	1
10432026	-1	2005	-1	0	1	1
10432027	-1	2005	-1	0	1	1
10432028	-1	2005	-1	0	1	1
10432029	-1	2005	-1	0	1	1
10432030	-1	2005	-1	0	1	1
10432101	-1	2005	-1	0	1	1
10432102	-1	2005	-1	0	1	1
10432103	-1	2005	-1	0	1	1
10432104	-1	2005	-1	0	1	1
10432105	-1	2005	-1	0	1	1
10432106	-1	2005	-1	0	1	1
10432107	-1	2005	-1	0	1	1
10432108	-1	2005	-1	0	1	1
10432109	-1	2005	-1	0	1	1
10432110	-1	2005	-1	0	1	1
10432111	-1	2005	-1	0	1	1
10432112	-1	2005	-1	0	1	1
10432113	-1	2005	-1	0	1	1
10432114	-1	2005	-1	0	1	1
10432115	-1	2005	-1	0	1	1
10432116	-1	2005	-1	0	1	1
10432117	-1	2005	-1	0	1	1
10432118	-1	2005	-1	0	1	1
10432119	-1	2005	-1	0	1	1
10432120	-1	2005	-1	0	1	1
10432121	-1	2005	-1	0	1	1
10432122	-1	2005	-1	0	1	1
10432123	-1	2005	-1	0	1	1
10432124	-1	2005	-1	0	1	1
10432125	-1	2005	-1	0	1	1
10432126	-1	2005	-1	0	1	1
10432127	-1	2005	-1	0	1	1
10432128	-1	2005	-1	0	1	1
10432129	-1	2005	-1	0	1	1
10432130	-1	2005	-1	0	1	1
10432201	-1	2005	-1	0	1	1
10432202	-1	2005	-1	0	1	1
10432203	-1	2005	-1	0	1	1
10432204	-1	2005	-1	0	1	1
10432205	-1	2005	-1	0	1	1
10432206	-1	2005	-1	0	1	1
10432207	-1	2005	-1	0	1	1
10432208	-1	2005	-1	0	1	1
10432209	-1	2005	-1	0	1	1
10432210	-1	2005	-1	0	1	1
10432211	-1	2005	-1	0	1	1
10432212	-1	2005	-1	0	1	1
10432213	-1	2005	-1	0	1	1
10432214	-1	2005	-1	0	1	1
10432215	-1	2005	-1	0	1	1
10432216	-1	2005	-1	0	1	1
10432217	-1	2005	-1	0	1	1
10432218	-1	2005	-1	0	1	1
10432219	-1	2005	-1	0	1	1
10432220	-1	2005	-1	0	1	1
10432221	-1	2005	-1	0	1	1
10432222	-1	2005	-1	0	1	1
10432223	-1	2005	-1	0	1	1
10432224	-1	2005	-1	0	1	1
10432225	-1	2005	-1	0	1	1
10432226	-1	2005	-1	0	1	1
10432227	-1	2005	-1	0	1	1
10432228	-1	2005	-1	0	1	1
10432229	-1	2005	-1	0	1	1
10432230	-1	2005	-1	0	1	1
10433001	-1	2005	-1	0	1	1
10433002	-1	2005	-1	0	1	1
10433003	-1	2005	-1	0	1	1
10433004	-1	2005	-1	0	1	1
10433005	-1	2005	-1	0	1	1
10433006	-1	2005	-1	0	1	1
10433007	-1	2005	-1	0	1	1
10433008	-1	2005	-1	0	1	1
10433009	-1	2005	-1	0	1	1
10433010	-1	2005	-1	0	1	1
10433011	-1	2005	-1	0	1	1
10433012	-1	2005	-1	0	1	1
10433013	-1	2005	-1	0	1	1
10433014	-1	2005	-1	0	1	1
10433015	-1	2005	-1	0	1	1
10433016	-1	2005	-1	0	1	1
10433017	-1	2005	-1	0	1	1
10433018	-1	2005	-1	0	1	1
10433019	-1	2005	-1	0	1	1
10433020	-1	2005	-1	0	1	1
10433021	-1	2005	-1	0	1	1
10433022	-1	2005	-1	0	1	1
10433023	-1	2005	-1	0	1	1
10433024	-1	2005	-1	0	1	1
10433025	-1	2005	-1	0	1	1
10433026	-1	2005	-1	0	1	1
10433027	-1	2005	-1	0	1	1
10433028	-1	2005	-1	0	1	1
10433029	-1	2005	-1	0	1	1
10433030	-1	2005	-1	0	1	1
10433101	-1	2005	-1	0	1	1
10433102	-1	2005	-1	0	1	1
10433103	-1	2005	-1	0	1	1
10433104	-1	2005	-1	0	1	1
10433105	-1	2005	-1	0	1	1
10433106	-1	2005	-1	0	1	1
10433107	-1	2005	-1	0	1	1
10433108	-1	2005	-1	0	1	1
10433109	-1	2005	-1	0	1	1
10433110	-1	2005	-1	0	1	1
10433111	-1	2005	-1	0	1	1
10433112	-1	2005	-1	0	1	1
10433113	-1	2005	-1	0	1	1
10433114	-1	2005	-1	0	1	1
10433115	-1	2005	-1	0	1	1
10433116	-1	2005	-1	0	1	1
10433117	-1	2005	-1	0	1	1
10433118	-1	2005	-1	0	1	1
10433119	-1	2005	-1	0	1	1
10433120	-1	2005	-1	0	1	1
10433121	-1	2005	-1	0	1	1
10433122	-1	2005	-1	0	1	1
10433123	-1	2005	-1	0	1	1
10433124	-1	2005	-1	0	1	1
10433125	-1	2005	-1	0	1	1
10433126	-1	2005	-1	0	1	1
10433127	-1	2005	-1	0	1	1
10433128	-1	2005	-1	0	1	1
10433129	-1	2005	-1	0	1	1
10433130	-1	2005	-1	0	1	1
10433201	-1	2005	-1	0	1	1
10433202	-1	2005	-1	0	1	1
10433203	-1	2005	-1	0	1	1
10433204	-1	2005	-1	0	1	1
10433205	-1	2005	-1	0	1	1
10433206	-1	2005	-1	0	1	1
10433207	-1	2005	-1	0	1	1
10433208	-1	2005	-1	0	1	1
10433209	-1	2005	-1	0	1	1
10433210	-1	2005	-1	0	1	1
10433211	-1	2005	-1	0	1	1
10433212	-1	2005	-1	0	1	1
10433213	-1	2005	-1	0	1	1
10433214	-1	2005	-1	0	1	1
10433215	-1	2005	-1	0	1	1
10433216	-1	2005	-1	0	1	1
10433217	-1	2005	-1	0	1	1
10433218	-1	2005	-1	0	1	1
10433219	-1	2005	-1	0	1	1
10433220	-1	2005	-1	0	1	1
10433221	-1	2005	-1	0	1	1
10433222	-1	2005	-1	0	1	1
10433223	-1	2005	-1	0	1	1
10433224	-1	2005	-1	0	1	1
10433225	-1	2005	-1	0	1	1
10433226	-1	2005	-1	0	1	1
10433227	-1	2005	-1	0	1	1
10433228	-1	2005	-1	0	1	1
10433229	-1	2005	-1	0	1	1
10433230	-1	2005	-1	0	1	1
10434001	-1	2005	-1	0	1	1
10434002	-1	2005	-1	0	1	1
10434003	-1	2005	-1	0	1	1
10434004	-1	2005	-1	0	1	1
10434005	-1	2005	-1	0	1	1
10434006	-1	2005	-1	0	1	1
10434007	-1	2005	-1	0	1	1
10434008	-1	2005	-1	0	1	1
10434009	-1	2005	-1	0	1	1
10434010	-1	2005	-1	0	1	1
10434011	-1	2005	-1	0	1	1
10434012	-1	2005	-1	0	1	1
10434013	-1	2005	-1	0	1	1
10434014	-1	2005	-1	0	1	1
10434015	-1	2005	-1	0	1	1
10434016	-1	2005	-1	0	1	1
10434017	-1	2005	-1	0	1	1
10434018	-1	2005	-1	0	1	1
10434019	-1	2005	-1	0	1	1
10434020	-1	2005	-1	0	1	1
10434021	-1	2005	-1	0	1	1
10434022	-1	2005	-1	0	1	1
10434023	-1	2005	-1	0	1	1
10434024	-1	2005	-1	0	1	1
10434025	-1	2005	-1	0	1	1
10434026	-1	2005	-1	0	1	1
10434027	-1	2005	-1	0	1	1
10434028	-1	2005	-1	0	1	1
10434029	-1	2005	-1	0	1	1
10434030	-1	2005	-1	0	1	1
10434101	-1	2005	-1	0	1	1
10434102	-1	2005	-1	0	1	1
10434103	-1	2005	-1	0	1	1
10434104	-1	2005	-1	0	1	1
10434105	-1	2005	-1	0	1	1
10434106	-1	2005	-1	0	1	1
10434107	-1	2005	-1	0	1	1
10434108	-1	2005	-1	0	1	1
10434109	-1	2005	-1	0	1	1
10434110	-1	2005	-1	0	1	1
10434111	-1	2005	-1	0	1	1
10434112	-1	2005	-1	0	1	1
10434113	-1	2005	-1	0	1	1
10434114	-1	2005	-1	0	1	1
10434115	-1	2005	-1	0	1	1
10434116	-1	2005	-1	0	1	1
10434117	-1	2005	-1	0	1	1
10434118	-1	2005	-1	0	1	1
10434119	-1	2005	-1	0	1	1
10434120	-1	2005	-1	0	1	1
10434121	-1	2005	-1	0	1	1
10434122	-1	2005	-1	0	1	1
10434123	-1	2005	-1	0	1	1
10434124	-1	2005	-1	0	1	1
10434125	-1	2005	-1	0	1	1
10434126	-1	2005	-1	0	1	1
10434127	-1	2005	-1	0	1	1
10434128	-1	2005	-1	0	1	1
10434129	-1	2005	-1	0	1	1
10434130	-1	2005	-1	0	1	1
10434201	-1	2005	-1	0	1	1
10434202	-1	2005	-1	0	1	1
10434203	-1	2005	-1	0	1	1
10434204	-1	2005	-1	0	1	1
10434205	-1	2005	-1	0	1	1
10434206	-1	2005	-1	0	1	1
10434207	-1	2005	-1	0	1	1
10434208	-1	2005	-1	0	1	1
10434209	-1	2005	-1	0	1	1
10434210	-1	2005	-1	0	1	1
10434211	-1	2005	-1	0	1	1
10434212	-1	2005	-1	0	1	1
10434213	-1	2005	-1	0	1	1
10434214	-1	2005	-1	0	1	1
10434215	-1	2005	-1	0	1	1
10434216	-1	2005	-1	0	1	1
10434217	-1	2005	-1	0	1	1
10434218	-1	2005	-1	0	1	1
10434219	-1	2005	-1	0	1	1
10434220	-1	2005	-1	0	1	1
10434221	-1	2005	-1	0	1	1
10434222	-1	2005	-1	0	1	1
10434223	-1	2005	-1	0	1	1
10434224	-1	2005	-1	0	1	1
10434225	-1	2005	-1	0	1	1
10434226	-1	2005	-1	0	1	1
10434227	-1	2005	-1	0	1	1
10434228	-1	2005	-1	0	1	1
10434229	-1	2005	-1	0	1	1
10434230	-1	2005	-1	0	1	1
10435001	-1	2005	-1	0	1	1
10435002	-1	2005	-1	0	1	1
10435003	-1	2005	-1	0	1	1
10435004	-1	2005	-1	0	1	1
10435005	-1	2005	-1	0	1	1
10435006	-1	2005	-1	0	1	1
10435007	-1	2005	-1	0	1	1
10435008	-1	2005	-1	0	1	1
10435009	-1	2005	-1	0	1	1
10435010	-1	2005	-1	0	1	1
10435011	-1	2005	-1	0	1	1
10435012	-1	2005	-1	0	1	1
10435013	-1	2005	-1	0	1	1
10435014	-1	2005	-1	0	1	1
10435015	-1	2005	-1	0	1	1
10435016	-1	2005	-1	0	1	1
10435017	-1	2005	-1	0	1	1
10435018	-1	2005	-1	0	1	1
10435019	-1	2005	-1	0	1	1
10435020	-1	2005	-1	0	1	1
10435021	-1	2005	-1	0	1	1
10435022	-1	2005	-1	0	1	1
10435023	-1	2005	-1	0	1	1
10435024	-1	2005	-1	0	1	1
10435025	-1	2005	-1	0	1	1
10435026	-1	2005	-1	0	1	1
10435027	-1	2005	-1	0	1	1
10435028	-1	2005	-1	0	1	1
10435029	-1	2005	-1	0	1	1
10435030	-1	2005	-1	0	1	1
10435101	-1	2005	-1	0	1	1
10435102	-1	2005	-1	0	1	1
10435103	-1	2005	-1	0	1	1
10435104	-1	2005	-1	0	1	1
10435105	-1	2005	-1	0	1	1
10435106	-1	2005	-1	0	1	1
10435107	-1	2005	-1	0	1	1
10435108	-1	2005	-1	0	1	1
10435109	-1	2005	-1	0	1	1
10435110	-1	2005	-1	0	1	1
10435111	-1	2005	-1	0	1	1
10435112	-1	2005	-1	0	1	1
10435113	-1	2005	-1	0	1	1
10435114	-1	2005	-1	0	1	1
10435115	-1	2005	-1	0	1	1
10435116	-1	2005	-1	0	1	1
10435117	-1	2005	-1	0	1	1
10435118	-1	2005	-1	0	1	1
10435119	-1	2005	-1	0	1	1
10435120	-1	2005	-1	0	1	1
10435121	-1	2005	-1	0	1	1
10435122	-1	2005	-1	0	1	1
10435123	-1	2005	-1	0	1	1
10435124	-1	2005	-1	0	1	1
10435125	-1	2005	-1	0	1	1
10435126	-1	2005	-1	0	1	1
10435127	-1	2005	-1	0	1	1
10435128	-1	2005	-1	0	1	1
10435129	-1	2005	-1	0	1	1
10435130	-1	2005	-1	0	1	1
10435201	-1	2005	-1	0	1	1
10435202	-1	2005	-1	0	1	1
10435203	-1	2005	-1	0	1	1
10435204	-1	2005	-1	0	1	1
10435205	-1	2005	-1	0	1	1
10435206	-1	2005	-1	0	1	1
10435207	-1	2005	-1	0	1	1
10435208	-1	2005	-1	0	1	1
10435209	-1	2005	-1	0	1	1
10435210	-1	2005	-1	0	1	1
10435211	-1	2005	-1	0	1	1
10435212	-1	2005	-1	0	1	1
10435213	-1	2005	-1	0	1	1
10435214	-1	2005	-1	0	1	1
10435215	-1	2005	-1	0	1	1
10435216	-1	2005	-1	0	1	1
10435217	-1	2005	-1	0	1	1
10435218	-1	2005	-1	0	1	1
10435219	-1	2005	-1	0	1	1
10435220	-1	2005	-1	0	1	1
10435221	-1	2005	-1	0	1	1
10435222	-1	2005	-1	0	1	1
10435223	-1	2005	-1	0	1	1
10435224	-1	2005	-1	0	1	1
10435225	-1	2005	-1	0	1	1
10435226	-1	2005	-1	0	1	1
10435227	-1	2005	-1	0	1	1
10435228	-1	2005	-1	0	1	1
10435229	-1	2005	-1	0	1	1
10435230	-1	2005	-1	0	1	1
10440001	-1	2005	-1	0	1	1
10440002	-1	2005	-1	0	1	1
10440003	-1	2005	-1	0	1	1
10440004	-1	2005	-1	0	1	1
10440005	-1	2005	-1	0	1	1
10440006	-1	2005	-1	0	1	1
10440007	-1	2005	-1	0	1	1
10440008	-1	2005	-1	0	1	1
10440009	-1	2005	-1	0	1	1
10440010	-1	2005	-1	0	1	1
10440011	-1	2005	-1	0	1	1
10440012	-1	2005	-1	0	1	1
10440013	-1	2005	-1	0	1	1
10440014	-1	2005	-1	0	1	1
10440015	-1	2005	-1	0	1	1
10440016	-1	2005	-1	0	1	1
10440017	-1	2005	-1	0	1	1
10440018	-1	2005	-1	0	1	1
10440019	-1	2005	-1	0	1	1
10440020	-1	2005	-1	0	1	1
10440021	-1	2005	-1	0	1	1
10440022	-1	2005	-1	0	1	1
10440023	-1	2005	-1	0	1	1
10440024	-1	2005	-1	0	1	1
10440025	-1	2005	-1	0	1	1
10440026	-1	2005	-1	0	1	1
10440027	-1	2005	-1	0	1	1
10440028	-1	2005	-1	0	1	1
10440029	-1	2005	-1	0	1	1
10440030	-1	2005	-1	0	1	1
10440101	-1	2005	-1	0	1	1
10440102	-1	2005	-1	0	1	1
10440103	-1	2005	-1	0	1	1
10440104	-1	2005	-1	0	1	1
10440105	-1	2005	-1	0	1	1
10440106	-1	2005	-1	0	1	1
10440107	-1	2005	-1	0	1	1
10440108	-1	2005	-1	0	1	1
10440109	-1	2005	-1	0	1	1
10440110	-1	2005	-1	0	1	1
10440111	-1	2005	-1	0	1	1
10440112	-1	2005	-1	0	1	1
10440113	-1	2005	-1	0	1	1
10440114	-1	2005	-1	0	1	1
10440115	-1	2005	-1	0	1	1
10440116	-1	2005	-1	0	1	1
10440117	-1	2005	-1	0	1	1
10440118	-1	2005	-1	0	1	1
10440119	-1	2005	-1	0	1	1
10440120	-1	2005	-1	0	1	1
10440121	-1	2005	-1	0	1	1
10440122	-1	2005	-1	0	1	1
10440123	-1	2005	-1	0	1	1
10440124	-1	2005	-1	0	1	1
10440125	-1	2005	-1	0	1	1
10440126	-1	2005	-1	0	1	1
10440127	-1	2005	-1	0	1	1
10440128	-1	2005	-1	0	1	1
10440129	-1	2005	-1	0	1	1
10440130	-1	2005	-1	0	1	1
10440201	-1	2005	-1	0	1	1
10440202	-1	2005	-1	0	1	1
10440203	-1	2005	-1	0	1	1
10440204	-1	2005	-1	0	1	1
10440205	-1	2005	-1	0	1	1
10440206	-1	2005	-1	0	1	1
10440207	-1	2005	-1	0	1	1
10440208	-1	2005	-1	0	1	1
10440209	-1	2005	-1	0	1	1
10440210	-1	2005	-1	0	1	1
10440211	-1	2005	-1	0	1	1
10440212	-1	2005	-1	0	1	1
10440213	-1	2005	-1	0	1	1
10440214	-1	2005	-1	0	1	1
10440215	-1	2005	-1	0	1	1
10440216	-1	2005	-1	0	1	1
10440217	-1	2005	-1	0	1	1
10440218	-1	2005	-1	0	1	1
10440219	-1	2005	-1	0	1	1
10440220	-1	2005	-1	0	1	1
10440221	-1	2005	-1	0	1	1
10440222	-1	2005	-1	0	1	1
10440223	-1	2005	-1	0	1	1
10440224	-1	2005	-1	0	1	1
10440225	-1	2005	-1	0	1	1
10440226	-1	2005	-1	0	1	1
10440227	-1	2005	-1	0	1	1
10440228	-1	2005	-1	0	1	1
10440229	-1	2005	-1	0	1	1
10440230	-1	2005	-1	0	1	1
10440301	-1	2005	-1	0	1	1
10440302	-1	2005	-1	0	1	1
10440303	-1	2005	-1	0	1	1
10440304	-1	2005	-1	0	1	1
10440305	-1	2005	-1	0	1	1
10440306	-1	2005	-1	0	1	1
10440307	-1	2005	-1	0	1	1
10440308	-1	2005	-1	0	1	1
10440309	-1	2005	-1	0	1	1
10440310	-1	2005	-1	0	1	1
10440311	-1	2005	-1	0	1	1
10440312	-1	2005	-1	0	1	1
10440313	-1	2005	-1	0	1	1
10440314	-1	2005	-1	0	1	1
10440315	-1	2005	-1	0	1	1
10440316	-1	2005	-1	0	1	1
10440317	-1	2005	-1	0	1	1
10440318	-1	2005	-1	0	1	1
10440319	-1	2005	-1	0	1	1
10440320	-1	2005	-1	0	1	1
10440321	-1	2005	-1	0	1	1
10440322	-1	2005	-1	0	1	1
10440323	-1	2005	-1	0	1	1
10440324	-1	2005	-1	0	1	1
10440325	-1	2005	-1	0	1	1
10440326	-1	2005	-1	0	1	1
10440327	-1	2005	-1	0	1	1
10440328	-1	2005	-1	0	1	1
10440329	-1	2005	-1	0	1	1
10440330	-1	2005	-1	0	1	1
10440401	-1	2005	-1	0	1	1
10440402	-1	2005	-1	0	1	1
10440403	-1	2005	-1	0	1	1
10440404	-1	2005	-1	0	1	1
10440405	-1	2005	-1	0	1	1
10440406	-1	2005	-1	0	1	1
10440407	-1	2005	-1	0	1	1
10440408	-1	2005	-1	0	1	1
10440409	-1	2005	-1	0	1	1
10440410	-1	2005	-1	0	1	1
10440411	-1	2005	-1	0	1	1
10440412	-1	2005	-1	0	1	1
10440413	-1	2005	-1	0	1	1
10440414	-1	2005	-1	0	1	1
10440415	-1	2005	-1	0	1	1
10440416	-1	2005	-1	0	1	1
10440417	-1	2005	-1	0	1	1
10440418	-1	2005	-1	0	1	1
10440419	-1	2005	-1	0	1	1
10440420	-1	2005	-1	0	1	1
10440421	-1	2005	-1	0	1	1
10440422	-1	2005	-1	0	1	1
10440423	-1	2005	-1	0	1	1
10440424	-1	2005	-1	0	1	1
10440425	-1	2005	-1	0	1	1
10440426	-1	2005	-1	0	1	1
10440427	-1	2005	-1	0	1	1
10440428	-1	2005	-1	0	1	1
10440429	-1	2005	-1	0	1	1
10440430	-1	2005	-1	0	1	1
10440501	-1	2005	-1	0	1	1
10440502	-1	2005	-1	0	1	1
10440503	-1	2005	-1	0	1	1
10440504	-1	2005	-1	0	1	1
10440505	-1	2005	-1	0	1	1
10440506	-1	2005	-1	0	1	1
10440507	-1	2005	-1	0	1	1
10440508	-1	2005	-1	0	1	1
10440509	-1	2005	-1	0	1	1
10440510	-1	2005	-1	0	1	1
10440511	-1	2005	-1	0	1	1
10440512	-1	2005	-1	0	1	1
10440513	-1	2005	-1	0	1	1
10440514	-1	2005	-1	0	1	1
10440515	-1	2005	-1	0	1	1
10440516	-1	2005	-1	0	1	1
10440517	-1	2005	-1	0	1	1
10440518	-1	2005	-1	0	1	1
10440519	-1	2005	-1	0	1	1
10440520	-1	2005	-1	0	1	1
10440521	-1	2005	-1	0	1	1
10440522	-1	2005	-1	0	1	1
10440523	-1	2005	-1	0	1	1
