INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
673	Long Uyên Ð° Tß¶ng 	10202020	1	46	1	20308030	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	3000	-1	-1	Ta ði«n r°i	7	0
674	Li­u Di®p Song Ðao Ð° Tß¶ng 	10203011	1	46	1	20308031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ta ði«n r°i	7	0
675	Linh Xà Song Kiªm Ð° Tß¶ng 	10203012	1	46	1	20308032	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ta ði«n r°i	7	0
676	Tinh Th¥n Song Kiªm Ð° Tß¶ng 	10203013	1	46	1	20308033	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ta ði«n r°i	7	0
677	Tam Tinh Nga Mi Thích Ð° Tß¶ng 	10203014	1	46	1	20308034	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ta ði«n r°i	7	0
678	Xuân Thu Song Ðao Ð° Tß¶ng 	10203015	1	46	1	20308035	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ta ði«n r°i	7	0
679	Thù Lßu Song Phü Ð° Tß¶ng 	10203016	1	46	1	20308036	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ta ði«n r°i	7	0
680	Thu Thüy NhÕn Linh Song Ðao Ð° Tß¶ng 	10203017	1	46	1	20308037	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ta ði«n r°i	7	0
681	Sß½ng Thiên Hi¬u Giác Ð° Tß¶ng 	10203018	1	46	1	20308038	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ta ði«n r°i	7	0
682	Vân Truy Nguy®t Ð° Tß¶ng 	10203019	1	46	1	20308039	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ta ði«n r°i	7	0
683	Thß½ng Long Ð° Tß¶ng 	10203020	1	46	1	20308040	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	Ta ði«n r°i	7	0
684	Nga Mao Phiªn Ð° Tß¶ng 	10204011	1	46	1	20308041	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ta ði«n r°i	7	0
685	Th§p Tñ Miên Chúc Phiªn Ð° Tß¶ng 	10204012	1	46	1	20308042	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ta ði«n r°i	7	0
686	BÕch Vû Phiªn Ð° Tß¶ng 	10204013	1	46	1	20308043	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ta ði«n r°i	7	0
687	Thanh Tâm Phiªn Ð° Tß¶ng 	10204014	1	46	1	20308044	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ta ði«n r°i	7	0
688	Thiªt C¯t Phiªn Ð° Tß¶ng 	10204015	1	46	1	20308045	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ta ði«n r°i	7	0
689	Thüy Kính Phiªn Ð° Tß¶ng 	10204016	1	46	1	20308046	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ta ði«n r°i	7	0
690	Ngû Höa Th¤t C¥m Phiªn Ð° Tß¶ng 	10204017	1	46	1	20308047	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ta ði«n r°i	7	0
691	Phong Bãi Tông Lß Ð° Tß¶ng 	10204018	1	46	1	20308048	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ta ði«n r°i	7	0
692	Ð¸nh Phong Ba Ð° Tß¶ng 	10204019	1	46	1	20308049	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ta ði«n r°i	7	0
693	Phßþng S° Ð° Tß¶ng 	10204020	1	46	1	20308050	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	Ta ði«n r°i	7	0
694	BÕch Ngân Hoàn Ð° Tß¶ng 	10205011	1	46	1	20308051	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ta ði«n r°i	7	0
695	Minh Nguy®t Hoàn Ð° Tß¶ng 	10205012	1	46	1	20308052	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ta ði«n r°i	7	0
696	Ngû Hành Luân Ð° Tß¶ng 	10205013	1	46	1	20308053	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ta ði«n r°i	7	0
697	Thiên Ð¸a Kim Quang Quy¬n Ð° Tß¶ng 	10205014	1	46	1	20308054	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ta ði«n r°i	7	0
698	Nhiªp Tinh Hoàn Ð° Tß¶ng 	10205015	1	46	1	20308055	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ta ði«n r°i	7	0
699	Thiên LÕc Hoàn Ð° Tß¶ng 	10205016	1	46	1	20308056	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ta ði«n r°i	7	0
700	Càn Khôn Quy¬n Ð° Tß¶ng 	10205017	1	46	1	20308057	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ta ði«n r°i	7	0
701	M®nh V§n Ð° Tß¶ng 	10205018	1	46	1	20308058	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ta ði«n r°i	7	0
702	Thám Hoa Ð° Tß¶ng 	10205019	1	46	1	20308059	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ta ði«n r°i	7	0
703	Träm Quan Ð° Tß¶ng 	10205020	1	46	1	20308060	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	Ta ði«n r°i	7	0
704	Thô B¯ Mão Ð° Tß¶ng 	10210002	1	47	1	20308061	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
705	Thanh B¯ MÕo Ð° Tß¶ng 	10210004	1	47	1	20308062	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
706	Giáng Ma MÕo Ð° Tß¶ng 	10210006	1	47	1	20308063	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
707	Nhuy­n Châu MÕo Ð° Tß¶ng 	10210008	1	47	1	20308064	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
708	Ngân C¦m Quán Ð° Tß¶ng 	10210010	1	47	1	20308065	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
709	Nguyên Linh Quán Ð° Tß¶ng 	10210012	1	47	1	20308066	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
710	Th¤t Tinh Quán Ð° Tß¶ng 	10210014	1	47	1	20308067	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
711	Dçn Phøng MÕo Ð° Tß¶ng 	10210016	1	47	1	20308068	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
712	Mµc Thüy Thiên Quán Ð° Tß¶ng 	10210018	1	47	1	20308069	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
713	Huy«n Thª Thánh Cân Ð° Tß¶ng 	10210020	1	47	1	20308070	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
714	Thô B¯ Hài Ð° Tß¶ng 	10211002	1	47	1	20308091	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
715	Thanh B¯ Hài Ð° Tß¶ng 	10211004	1	47	1	20308092	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
716	Giáng Ma Hài Ð° Tß¶ng 	10211006	1	47	1	20308093	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
717	Nhuy­n Châu Hài Ð° Tß¶ng 	10211008	1	47	1	20308094	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
718	Ngân C¦m Hài Ð° Tß¶ng 	10211010	1	47	1	20308095	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
719	Nguyên Linh Hài Ð° Tß¶ng 	10211012	1	47	1	20308096	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
720	Th¤t Tinh Hài Ð° Tß¶ng 	10211014	1	47	1	20308097	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
721	Dçn Phøng Hài Ð° Tß¶ng 	10211016	1	47	1	20308098	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
722	Mµc Thüy Thiên Ngoa Ð° Tß¶ng 	10211018	1	47	1	20308099	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
723	Huy«n Thª Quái Ngoa Ð° Tß¶ng 	10211020	1	47	1	20308100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
724	Thô B¯ Hµ Thü Ð° Tß¶ng 	10212002	1	47	1	20308081	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
725	Thanh B¯ Hµ Thü Ð° Tß¶ng 	10212004	1	47	1	20308082	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
726	Giáng Ma Hµ Thü Ð° Tß¶ng 	10212006	1	47	1	20308083	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
727	Nhuy­n Châu Hµ Thü Ð° Tß¶ng 	10212008	1	47	1	20308084	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
728	Ngân C¦m Hµ Thü Ð° Tß¶ng 	10212010	1	47	1	20308085	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
729	Nguyên Linh Hµ Thü Ð° Tß¶ng 	10212012	1	47	1	20308086	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
730	Th¤t Tinh Hµ Thü Ð° Tß¶ng 	10212014	1	47	1	20308087	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
731	Dçn Phøng Hµ Thü Ð° Tß¶ng 	10212016	1	47	1	20308088	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
732	Mµc Thüy Hµ Thü Ð° Tß¶ng 	10212018	1	47	1	20308089	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
733	Huy«n Thª Hµ Thü Ð° Tß¶ng 	10212020	1	47	1	20308090	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
734	Thô B¯ Y Ð° Tß¶ng 	10213002	1	47	1	20308071	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
735	Thanh B¯ Y Ð° Tß¶ng 	10213004	1	47	1	20308072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
736	Giáng Ma Y Ð° Tß¶ng 	10213006	1	47	1	20308073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
737	Nhuy­n Châu Y Ð° Tß¶ng 	10213008	1	47	1	20308074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
738	Ngân C¦m Y Ð° Tß¶ng 	10213010	1	47	1	20308075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
739	Nguyên Linh Y Ð° Tß¶ng 	10213012	1	47	1	20308076	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
740	Th¤t Tinh C¦m Phøc Ð° Tß¶ng 	10213014	1	47	1	20308077	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
741	Dçn Phøng C¦m Y Ð° Tß¶ng 	10213016	1	47	1	20308078	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
742	Mµc Thüy Thiên Y Ð° Tß¶ng 	10213018	1	47	1	20308079	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
743	Huy«n Thª Ma Y Ð° Tß¶ng 	10213020	1	47	1	20308080	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
744	Thô B¯ Uy¬n Ð° Tß¶ng 	10214002	1	47	1	20308131	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	Ta ði«n r°i	7	1
745	Thanh B¯ Uy¬n Ð° Tß¶ng 	10214004	1	47	1	20308132	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	Ta ði«n r°i	7	1
746	Giáng Ma Uy¬n Ð° Tß¶ng 	10214006	1	47	1	20308133	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	Ta ði«n r°i	7	1
747	Nhuy­n Tr×u Uy¬n Ð° Tß¶ng 	10214008	1	47	1	20308134	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	Ta ði«n r°i	7	1
748	Ngân C¦m Uy¬n Ð° Tß¶ng 	10214010	1	47	1	20308135	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	Ta ði«n r°i	7	1
749	Nguyên Linh Uy¬n Ð° Tß¶ng 	10214012	1	47	1	20308136	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	Ta ði«n r°i	7	1
750	Th¤t Tinh Uy¬n Ð° Tß¶ng 	10214014	1	47	1	20308137	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	Ta ði«n r°i	7	1
751	Dçn Phøng Uy¬n Ð° Tß¶ng 	10214016	1	47	1	20308138	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	Ta ði«n r°i	7	1
752	Mµc Thüy Thiên Uy¬n Ð° Tß¶ng 	10214018	1	47	1	20308139	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	Ta ði«n r°i	7	1
753	Huy«n Thª Ma Uy¬n Ð° Tß¶ng 	10214020	1	47	1	20308140	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	Ta ði«n r°i	7	1
754	Thô B¯ Kiên Ð° Tß¶ng 	10215002	1	47	1	20308141	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	Ta ði«n r°i	7	1
755	Thanh B¯ Kiên Ð° Tß¶ng 	10215004	1	47	1	20308142	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	Ta ði«n r°i	7	1
756	Giáng Ma Kiên Ð° Tß¶ng 	10215006	1	47	1	20308143	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	Ta ði«n r°i	7	1
757	Nhuy­n Tr×u Kiên Ð° Tß¶ng 	10215008	1	47	1	20308144	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	Ta ði«n r°i	7	1
758	Ngân C¦m Kiên Ð° Tß¶ng 	10215010	1	47	1	20308145	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	Ta ði«n r°i	7	1
759	Nguyên Linh Kiên Ð° Tß¶ng 	10215012	1	47	1	20308146	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	Ta ði«n r°i	7	1
760	Th¤t Tinh Kiên Ð° Tß¶ng 	10215014	1	47	1	20308147	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	Ta ði«n r°i	7	1
761	Dçn Phßþng Kiên Ð° Tß¶ng 	10215016	1	47	1	20308148	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	Ta ði«n r°i	7	1
762	Mµc Thüy Thiên Kiên Ð° Tß¶ng 	10215018	1	47	1	20308149	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	Ta ði«n r°i	7	1
763	Huy«n Thª Ma Kiên Ð° Tß¶ng 	10215020	1	47	1	20308150	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	Ta ði«n r°i	7	1
764	Bình An Yêu ðai ð° tß¶ng 	10221011	1	47	1	20308151	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	Ta ði«n r°i	7	1
765	Cát Tß¶ng Yêu ðai ð° tß¶ng 	10221012	1	47	1	20308152	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	Ta ði«n r°i	7	1
766	Âm Lân Yêu ðai ð° tß¶ng 	10221013	1	47	1	20308153	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	Ta ði«n r°i	7	1
767	Th¤t Tinh Cô Hoàn Ð° Tß¶ng 	10221014	1	47	1	20308154	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	Ta ði«n r°i	7	1
768	Ð¸a Linh Hoàn Ðai Ð° Tß¶ng 	10221015	1	47	1	20308155	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	Ta ði«n r°i	7	1
769	Tri®t Ð¸a Hoàn Ðai Ð° Tß¶ng 	10221016	1	47	1	20308156	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	Ta ði«n r°i	7	1
770	Vø Nghê Ðai Ð° Tß¶ng 	10221017	1	47	1	20308157	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	Ta ði«n r°i	7	1
771	Løc Ngh® Yêu Hoàn Ð° Tß¶ng 	10221018	1	47	1	20308158	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	Ta ði«n r°i	7	1
772	Thôi Tuyªt Ð° Tß¶ng 	10221019	1	47	1	20308159	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	Ta ði«n r°i	7	1
773	Bµ Nguy®t Ð° Tß¶ng 	10221020	1	47	1	20308160	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	Ta ði«n r°i	7	1
774	Ph°n Tinh Kªt Ð° Tß¶ng 	10220011	1	48	1	20308101	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	Ta ði«n r°i	7	2
775	Hoàng Ng÷c HÕng Liên Ð° Tß¶ng	10220012	1	48	1	20308102	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	Ta ði«n r°i	7	2
776	LßÞng Nghi Liên Ð° Tß¶ng 	10220013	1	48	1	20308103	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	Ta ði«n r°i	7	2
777	Phong Xuyên Liên Ð° Tß¶ng 	10220014	1	48	1	20308104	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	Ta ði«n r°i	7	2
778	Lßu Ly Kªt Ð° Tß¶ng 	10220015	1	48	1	20308105	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	Ta ði«n r°i	7	2
779	Tuyên Thanh Thúc Ð° Tß¶ng 	10220016	1	48	1	20308106	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	Ta ði«n r°i	7	2
780	Âm Dß½ng Liên Ð° Tß¶ng 	10220017	1	48	1	20308107	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	Ta ði«n r°i	7	2
781	Câu H°n Linh Ð° Tß¶ng 	10220018	1	48	1	20308108	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	Ta ði«n r°i	7	2
782	Li®t Nh§t Ð° Tß¶ng 	10220019	1	48	1	20308109	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	Ta ði«n r°i	7	2
783	Ði®p Luyªn Ð° Tß¶ng 	10220020	1	48	1	20308110	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	Ta ði«n r°i	7	2
784	Kinh Gi¾i Ð° Tß¶ng	10222011	1	48	1	20308111	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
785	Thanh Tùng Gi¾i Chï Ð° Tß¶ng	10222012	1	48	1	20308112	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
786	Thiên Hþp Gi¾i Chï Ð° Tß¶ng	10222013	1	48	1	20308113	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
787	Cát Tß¶ng Gi¾i Chï Ð° Tß¶ng	10222014	1	48	1	20308114	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
788	Huy«n Quyªt Ð° Tß¶ng 	10222015	1	48	1	20308115	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
