INT	INT	STRING	STRING	INT	INT	INT	STRING
386	1002	 Kích Tình TÑ XÕ 	HoÕt Lñc Vô HÕn, Lãng MÕn Th¸nh Yªn.	102	1	-1	Mân côi chi luyªn
387	1002	 Thanh Sáp Bäo B¯i 	Vô HÕ Chi Tình, Mông Lông Chi Ý.	103	1	-1	Mân côi chi luyªn
388	1002	 Lãng MÕn Trán Phóng 	S½n Vô Lång, Thiên Ð¸a Hþp, Nãi Cäm Dæ Quân Tuy®t.	104	1	-1	Mân côi chi luyªn
389	1002	 Hoa DÕng Niên Hoa 	Xuyên Vô Khích, Ki«n Khôn Chí Di®c Khä Dæ Khanh Bi®t.	104	1	-1	Mân côi chi luyªn
390	1002	 Thu¥n Chân Ái Luyªn 	Næ V« Duy®t KÖ Giä Dung	105	1	-1	Mân côi chi luyªn
391	1002	 Khiêm Khiêm Quân TØ 	Quân V« Tri KÖ Giä Duy®t	105	1	-1	Mân côi chi luyªn
392	1002	 Lam S¡c Yêu C½ 	ThØ V§t Chích Nhân Thiên Thßþng Hæu, Nhân Gian Nan Ð¡c Kï H°i C¥u.	106	1	-1	Mân côi chi luyªn
393	1002	 Mân Côi KÜ Sî 	Häi Khô ThÕch LÕn Ðãi ThØ Tình, Thiên C± Giai ThoÕi Vînh Lßu Truy®n.	106	1	-1	Mân côi chi luyªn
394	1003	 Thánh Ðän HÕnh V§n #45	Thánh Ðän Tiªt Kì Gian Thßþng Tuyªn NgoÕn Gia Hæu Ky Hµi Thành V« Niên Ðµ T¯i Di®u Nhãn Ðích thánh Ðän HÕnh V§n Tinh.	107	1	-1	Thánh ðän hÕnh v§n tinh hoÕt ðµng
395	1004	 Long Môn Thü V® Giä 	TÕi HoÕt Ðµng Kì Gian V« Long Môn Khách SÕn Ðích Kiªn Thiªt T¯ Xu¤t Li­u Cñ ÐÕi Ðích C¯ng Hiªn	108	1	360	Long môn chuyên chúc lu§n ðàn hoÕt ðµng tß·ng l® xßng hi®u
396	1005	 Mµng Ð±ng Xu¤t Mao Lß 	HoÕch Ð¡c 1000 Ði¬m Thành Tñu Tr¸	109	1	-1	Thành tñu h® th¯ng
397	1005	 Kiªm Khí Lµ Phong Mang 	HoÕch Ð¡c 2000 Ði¬m Thành Tñu Tr¸	109	2	-1	Thành tñu h® th¯ng
398	1005	 Hi®u Tình S¤m Thiên HÕ 	HoÕch Ð¡c 3000 Ði¬m Thành Tñu Tr¸	109	3	-1	Thành tñu h® th¯ng
399	1005	 Tiêu Sái Nhâm Ngã Hành 	HoÕch Ð¡c 4000 Ði¬m Thành Tñu Tr¸	109	4	-1	Thành tñu h® th¯ng
400	1006	 T¥m T¥m M¸ch M¸ch T§p Ð° Giám 	Khai Thüy Li­u Ð° Giám Thu Tàng Chi Læ, T¸nh Ti¬u Hæu Thành Tích.	110	1	-1	Thiên long ð° giám
401	1006	 Hi®u Tình VÕn Trßþng Tr× Yêu Ma 	Tri Hi¬u ÐÕi Ða S± Phän Phái Giác S¡c, T¸nh Hòa Tha Môn Tiªn Hành Quá Kích Li®t Ðích Chiªn Ð¤u.	111	1	-1	Thiên long ð° giám
402	1006	 Tß½ng BÕn Trß¶ng V«­n Duy Trân Thú 	Tri Hi¬u ÐÕi Ða S± Trân Thú, TÕi Trân Thú Ð° Giám Thu Tàng Phß½ng Di®n Thü Ð¡c Li­u Nh¤t Ð¸nh Thành Tñu.	112	1	-1	Thiên long ð° giám
403	1006	 T¥m KÜ Thiên Lí Tñ Bá NhÕc 	Tri Hi¬u ÐÕi Ða S± T÷a KÜ, TÕi T÷a KÜ Ð° Giám Thu Tàng Phß½ng Di®n Thü Ð¡c Li­u Nh¤t Ð¸nh Thành Tñu.	113	1	-1	Thiên long ð° giám
404	1006	 C¦m Y Ng÷c SÑc Tùy Thân Phçn 	Tri Hi¬u ÐÕi Ða S± Thì Trang, TÕi Thì Trang Ð° Giám Thu Tàng Phß½ng Di®n Thü Ð¡c Li­u Nh¤t Ð¸nh Thành Tñu.	114	1	-1	Thiên long ð° giám
405	1006	 Duyªn Ð¸nh Thiên Long Nhâm Ngã Du 	Vô S· B¤t Tri, Vô S· B¤t Hi¬u, VÕn Chúng Kính NgßÞng Ðích T°n TÕi!	115	1	-1	Thiên long ð° giám
406	1007	 Thäo Mµc Thành Binh 	Ð¯i Mµc Nhân Tr§n Hæu TrÑ Hæu Li­u Nh¤t Ð¸nh Ðích Lí Giäi, Khä Dî TÕi Kì Trung Lai KhÑ Tñ Nhß.	117	1	-1	Mµc nhân tr§n ðan thÑ t¯i cao l¸ch luy®n
407	1007	 Nh§p Mµc Tam Phân 	B¢ng Tá Cao Siêu Ðích Kî Xäo TÕi Mµc Nhân Tr§n Trung HoÕch Ð¡c Li­u Cñc Cao Ðích Tán Dñ.	117	2	-1	Mµc nhân tr§n ðan thÑ t¯i cao l¸ch luy®n
408	1007	 Niêm Hoa Mµc Nhân Hi®p 	Ð¯i Mµc Nhân Tr§n Dî Kinh ÐÕt Ðáo Bª Møc Nhi Hành, Li­u Nhiên Vu Hung Ðích Ð¸a Bµ.	117	3	-1	Mµc nhân tr§n luy kª l¸ch luy®n
409	1008	 Hàn Mµc Xuân Hoa 	Ðông KhÑ Xuân Lai, TÕi Mµc Nhân Tr§n Trung Lînh Ngµ Ðáo Nh¤t Ta Thông Quan Kî Xäo.	118	1	-1	Mµc nhân tr§n luy kª l¸ch luy®n
410	1008	 Khô Mµc Sinh Hoa 	Nh§t Phøc Nh¤t Nh§t, Niên Phøc Nh¤t Niên, Mµc Nhân Tr§n Ðích Thông Quan Kî Xäo Hñu Hæu S· Tång Trß¶ng.	118	2	-1	Mµc nhân tr§n luy kª l¸ch luy®n
411	1009	 Chích Yªu Công Phu Thâm 	Chích Yªu Công Phu Thâm, Thiªt B±ng Ma Thành Châm.2011 Niên Lao Ðµng Tiªt HoÕt Ðµng Xßng Hi®u.	119	1	-1	2011 niên lao ðµng tiªt hoÕt ðµng: Chích yªu công phu thâm ðoái hoán
412	1010	 Ðào T× Giám Thß·ng Gia 	Tàng Thª Gian Trân Ph¦m, Thß·ng Thiên C± Kì V§t!	120	1	-1	Xäo ðoÕt thiên công trân bäo tàng
413	1011	#G Túc Ð¸ch 	Túc M®nh Chi Chiªn, Kî Cao Nh¤t Trù.	121	1	-1	C×u ð¸ch h® th¯ng
414	1011	#G M®nh Trung Kh¡c Tinh 	Chiªn Vô B¤t Th¡ng, M®nh Trung Kh¡c Tinh.	121	2	-1	C×u ð¸ch h® th¯ng
415	1011	#G Túc Ð¸ch 	Túc M®nh Chi Chiªn, Kî Cao Nh¤t Trù.	122	1	-1	C×u ð¸ch h® th¯ng
416	1011	#G M®nh Trung Kh¡c Tinh 	Chiªn Vô B¤t Th¡ng, M®nh Trung Kh¡c Tinh.	122	2	-1	C×u ð¸ch h® th¯ng
417	1011	#G Túc Ð¸ch 	Túc M®nh Chi Chiªn, Kî Cao Nh¤t Trù.	123	1	-1	C×u ð¸ch h® th¯ng
418	1011	#G M®nh Trung Kh¡c Tinh 	Chiªn Vô B¤t Th¡ng, M®nh Trung Kh¡c Tinh.	123	2	-1	C×u ð¸ch h® th¯ng
419	1011	#G Túc Ð¸ch 	Túc M®nh Chi Chiªn, Kî Cao Nh¤t Trù.	124	1	-1	C×u ð¸ch h® th¯ng
420	1011	#G M®nh Trung Kh¡c Tinh 	Chiªn Vô B¤t Th¡ng, M®nh Trung Kh¡c Tinh.	124	2	-1	C×u ð¸ch h® th¯ng
421	1011	#G Túc Ð¸ch 	Túc M®nh Chi Chiªn, Kî Cao Nh¤t Trù.	125	1	-1	C×u ð¸ch h® th¯ng
422	1011	#G M®nh Trung Kh¡c Tinh 	Chiªn Vô B¤t Th¡ng, M®nh Trung Kh¡c Tinh.	125	2	-1	C×u ð¸ch h® th¯ng
423	1011	#G Túc Ð¸ch 	Túc M®nh Chi Chiªn, Kî Cao Nh¤t Trù.	126	1	-1	C×u ð¸ch h® th¯ng
424	1011	#G M®nh Trung Kh¡c Tinh 	Chiªn Vô B¤t Th¡ng, M®nh Trung Kh¡c Tinh.	126	2	-1	C×u ð¸ch h® th¯ng
425	1011	#G Túc Ð¸ch 	Túc M®nh Chi Chiªn, Kî Cao Nh¤t Trù.	127	1	-1	C×u ð¸ch h® th¯ng
426	1011	#G M®nh Trung Kh¡c Tinh 	Chiªn Vô B¤t Th¡ng, M®nh Trung Kh¡c Tinh.	127	2	-1	C×u ð¸ch h® th¯ng
427	1011	#G Túc Ð¸ch 	Túc M®nh Chi Chiªn, Kî Cao Nh¤t Trù.	128	1	-1	C×u ð¸ch h® th¯ng
428	1011	#G M®nh Trung Kh¡c Tinh 	Chiªn Vô B¤t Th¡ng, M®nh Trung Kh¡c Tinh.	128	2	-1	C×u ð¸ch h® th¯ng
429	1011	#G Túc Ð¸ch 	Túc M®nh Chi Chiªn, Kî Cao Nh¤t Trù.	129	1	-1	C×u ð¸ch h® th¯ng
430	1011	#G M®nh Trung Kh¡c Tinh 	Chiªn Vô B¤t Th¡ng, M®nh Trung Kh¡c Tinh.	129	2	-1	C×u ð¸ch h® th¯ng
431	1011	#G Túc Ð¸ch 	Túc M®nh Chi Chiªn, Kî Cao Nh¤t Trù.	130	1	-1	C×u ð¸ch h® th¯ng
432	1011	#G M®nh Trung Kh¡c Tinh 	Chiªn Vô B¤t Th¡ng, M®nh Trung Kh¡c Tinh.	130	2	-1	C×u ð¸ch h® th¯ng
433	1012	 Kiªm Khiªu Nh¤t Phß½ng # Lång Nhân Tài Tu¤n 	Kiªm Ý Lång Nhân, Tài Khuynh Nh¤t Phß½ng.	131	4	-1	Toàn qu¯c tranh phách tái
434	1012	 Uy Ch¤n Qu¥n Hùng # Thß¶ng Th¡ng Anh Hi®u 	Anh Hi®u Cß½ng Mãnh, Thß¶ng Th¡ng Chi Tß.	131	5	-1	Toàn qu¯c tranh phách tái
435	1012	 Kiêu Dûng Tuy®t Nhân # Siêu Phàm Vû Tông 	Siêu Phàm Vû Ngh®, Kiêu Dûng Vô Th¤t.	131	6	-1	Toàn qu¯c tranh phách tái
436	1012	 Ðµc Bµ Giang H° # Kinh Thª Vû Tôn 	NgÕo Th¸ Giang H°, Ðµc Bµ Vû Lâm.	131	7	-1	Toàn qu¯c tranh phách tái
437	1012	 Thiên HÕ Ð® Nh¤t # Vô Song Vû Thánh 	Thiên HÕ Ð® Nh¤t, Vß½ng Giä Vô Song.	131	8	-1	Toàn qu¯c tranh phách tái
438	1013	 Tuy®t Thª Giai Nhân 	Tuy®t Thª Phong Hoa, Di®u Dung Tiên Tß. Khuynh Thª Giai Nhân, Uy¬n Nhßþc H÷a Trung Vân Tiên.	132	1	-1	2011 niên th¤t t¸ch xßng hi®u
439	1013	 Long Chß½ng Phßþng Tß 	Long Chß½ng Phßþng Thäi, Kì Ch¤t Thiên Nhiên. Tr¸ch Quä Phan Lang, Hñu Kiêm Kinh Tài Phong D§t.	133	1	-1	2011 niên th¤t t¸ch xßng hi®u
440	1014	 T¤t Lµ Phong Mang # Hi®u Tình Hi®p Khách 	Phong Mang T¤t Lµ, Nh¤t Thª Hi®p Tình.	131	1	-1	Toàn qu¯c tranh phách tái
441	1014	 Uy Danh Trác TrÑ # NgÕo Chí Nhân Ki®t 	Uy Danh Trác TrÑ, H°ng Hµc V«­n Chí.	131	2	-1	Toàn qu¯c tranh phách tái
442	1014	 Vû Lßþc Siêu Phàm # Ðß½ng Thª Hùng Ki®t 	Vû Lßþc Siêu Qu¥n, Ðß½ng Thª Hùng Tài.	131	3	-1	Toàn qu¯c tranh phách tái
443	1015	 Giang H° Quái Sî 	Giang H° Thu§t Sî, Nh¤t Quái Cát Hung.	134	1	1440	Quan chú toàn qu¯c tranh phách tái
444	1015	 Khuy Tham Thiên Ky 	Ti®t Thü Thiên Ky, Khuy V¤n Âm Dß½ng.	134	2	1440	Quan chú toàn qu¯c tranh phách tái
445	1015	 Ðß½ng ÐÕi Th¥n Toán 	Nh¤t ÐÕi Th¥n Toán, Liêu Tçn Ki«n Khôn.	134	3	1440	Quan chú toàn qu¯c tranh phách tái
446	1015	 Thông Phán C± Kim 	Vån Vß½ng Ðß½ng Thª, Phán Ð¸nh C± Kim.	134	4	1440	Quan chú toàn qu¯c tranh phách tái
447	1016	#235 Hi®p Giä Nhân Tâm #235	Hi®p Chi ÐÕi Giä Nhân Tâm Th¸nh, Kiêm Hoài Thiên HÕ Báo Qu¯c Dân. Dûng Phá Kì Tr§n Cñ Cß¶ng L², Giang H° Thanh SØ Lßu Phß½ng Danh.	135	1	-1	Binh thánh kì tr§n
448	1016	#232 Sát Tr§n Hành Giä #232	Kì Tr§n Sát Ky TÑ HÕ Phøc, Khinh Miêu ÐÕm Tä Phá Ð¸ch Xu¤t. Nhâm Nhî Phong Lâm Kh·i Huyªt S¡c, ÐÕp Bình Höa S½n Ch¤n Liêu Tµc.	135	2	-1	Binh thánh kì tr§n
449	1016	#231 Hùng Tài Vî Lßþc #231	Thân V« Giang H° Hi®u Ki®t Khách, Khß¾c Hi¬u Tôn TØ Vû Møc Thß. Hùng Tài Vî Lßþc Phù Chính ÐÕo, Qu¯c Chi Ð¯ng Lß½ng Chú Bi Thß.	135	3	-1	Binh thánh kì tr§n
450	1016	#229 Tiên Thánh Di Phong #229	Binh Thánh Thiên C± TrÑ Tr§n Thß, Khª Ðan T§p Di­n Ý Nam Ð°. Ky Quan Toán Tçn Chung Tao Khí, Tôn Vû Di Phong Hæu T¯ng Th±.	135	4	-1	Binh thánh kì tr§n
451	1016	#236 QuÖ C¯c Vô Song #236	Tinh Thông Tr§n Pháp V§n Chi ÐÕo, Thâm U¦n Phá Ð¸ch Hành Chi Di®u. Th¥n Ky Khä Bï Trß½ng QuÖ C¯c, Trí Mßu Ðß½ng Thª Tái Vô Song.	135	5	-1	Binh thánh kì tr§n
452	1017	 ÐÕt Ma Ðß¶ng La Hán 	La Hán Kim Thân, Thích Thi®n Tôn Giä.	136	1	-1	Môn phái tiªn giai thi¬u lâm
453	1017	 Vû Tông Ð® TØ 	Thßþng Thi®n Nhßþc Thüy, ÐÕo Pháp Tñ Nhiên.	136	1	-1	Môn phái tiªn giai vû ðß½ng
454	1017	 Thánh Höa Hµ Pháp 	V« Thi®n Tr× Ác, Duy Quang Minh C¯.	136	1	-1	Môn phái tiªn giai minh giáo
455	1017	 TÑ ÐÕi Ð® TØ 	Hi®p Nghîa Chi Hành, Tiên T°n Vu Tâm.	136	1	-1	Môn phái tiªn giai cái bang
456	1017	 Ch¤p Kiªm Ð® TØ 	Ch¤p Kiªm Nga Mi, Tu Thân Døc Nhân.	136	1	-1	Môn phái tiªn giai nga mi
457	1017	 Tiêu Diêu Tán Nhân 	Tâm Hæu Phß½ng Quy, Tùy Døc Nhi Hành.	136	1	-1	Môn phái tiªn giai tiêu diêu
458	1017	 CØu Thiên Ðô Ð® TØ 	CØu Thiên Bµ Ðô, VÕn Nhân Kính NgßÞng.	136	1	-1	Môn phái tiªn giai thiên s½n
459	1017	 Kh± Thi®n Ð® TØ 	Kh± Hành Tu Thi®n, VÕn Pháp Giai Không.	136	1	-1	Môn phái tiªn giai thiên long
460	1017	 Yªn Vß½ng Quý Trø 	ÐÕi Yªn H§u Du®, Qu¯c Chi Tr÷ng Th¬.	136	1	-1	Môn phái tiªn giai mµ dung
461	1017	 Ngû Ðµc Hành Giä 	Ngû Ðµc Luân H°i, Hành Giä Hæu ÐÕo.	136	1	-1	Môn phái tiªn giai tinh túc
462	1018	#G Tán Nhân 	Thª Tµc Trung Ðích Ph± Thông Thành V«ên, Thª Tµc Trung Nhân S± T¯i Ða Ðích Bµ Phân.	137	1	-1	Thª tµc xßng hi®u
463	1018	#G Hi®u Ki®t 	Thª Tµc Trung Ðích Tinh Anh Phân TØ, Thª Tµc Trung Ðích Trung Kiên Lñc Lßþng.	137	2	-1	Thª tµc xßng hi®u
464	1018	#G Trß¶ng Lão 	Thª Tµc Trung Ð¸a V¸ ThÑ Vu Tµc Vß½ng Ðích Nhân, Thª Tµc Ðích Phø Trþ Quän Lí Giä.	137	3	-1	Thª tµc xßng hi®u
465	1018	#G Tµc Vß½ng 	Thª Tµc Trung Ð¸a V¸ T¯i Tôn Quý Ðích Nhân, Thª Tµc Ðích T¯i Cao Quän Lí Giä.	137	4	-1	Thª tµc xßng hi®u
466	1019	 Khoáng Thª Tung Mê 	HÑa Tung Ðích Thiªt Can Ca Mê	138	1	-1	HÑa tung hoÕt ðµng tß·ng l® xßng hi®u
467	1020	 Danh Ch¤n Thi¬u Th¤t Giang H° Tình 	Thi¬u Th¤t S½n Thßþng Lñc Chiªn Giang H° LßÞng ÐÕi Tuy®t Thª Cao Thü, Thuyên Thích Li­u Thª Gian T¯i V« Trân Quý Ðích Thân Tình.	139	1	-1	Thi¬u th¤t s½n
468	1021	 Long Chinh Ngû Tái Hành Thiên HÕ 	Thiên Long Chinh Trình Thiên Lí Lµ, Ngû Tái Tuª Nguy®t Hành Thiên HÕ.	140	1	-1	Ngû chu niên long chinh ngû tái
469	1021	 Long Chinh Ngû Tái Chiªn Giang H° 	Thiên Long Chinh Trình VÕn Lí Lµ, Ngû Tái Tuª Nguy®t Chiªn Giang H°.	140	2	-1	Ngû chu niên long chinh ngû tái
470	1022	 Sß¾ng Du Bách Sñ Thông 	Ðß½ng Chi Vô Quý Ðích Sß¾ng Du Bách Sñ Thông.	141	1	-1	Sß¾ng du th§p chu niên v¤n ðáp
471	1016	#231 Ðµc Bµ Giang H° #231	Tinh Thông Tr§n Pháp V§n Chi ÐÕo, Thâm U¦n Phá Ð¸ch Hành Chi Di®u. Th¥n Ky Khä Bï Trß½ng QuÖ C¯c, Trí Mßu Ðß½ng Thª Tái Vô Song.	135	6	-1	Binh thánh kì tr§n
472	1016	#236 Thiên Nhân Hþp Nh¤t #236	Tinh Thông Tr§n Pháp V§n Chi ÐÕo, Thâm U¦n Phá Ð¸ch Hành Chi Di®u. Th¥n Ky Khä Bï Trß½ng QuÖ C¯c, Trí Mßu Ðß½ng Thª Tái Vô Song.	135	7	-1	Binh thánh kì tr§n
473	1023	#236 Tam Hoa Tø Ðính #236	Ðß½ng Ti«n T¯i Cao Tu Luy®n Cänh Gi¾i ÐÕt Ðáo Ð® 1 Tr÷ng HoÕch Ð¡c Ðích Xßng Hi®u	135	8	-1	Binh thánh kì tr§n
474	1023	#236 Ngû Khí Triêu Nguyên #236	Ðß½ng Ti«n T¯i Cao Tu Luy®n Cänh Gi¾i ÐÕt Ðáo Ð® 2 Tr÷ng HoÕch Ð¡c Ðích Xßng Hi®u	135	9	-1	Binh thánh kì tr§n
475	1023	#236 Siêu Phàm Vû Tông #236	Ðß½ng Ti«n T¯i Cao Tu Luy®n Cänh Gi¾i ÐÕt Ðáo Ð® 3 Tr÷ng HoÕch Ð¡c Ðích Xßng Hi®u	135	10	-1	Binh thánh kì tr§n
476	1023	#236 Kinh Thª Vû Tôn #236	Ðß½ng Ti«n T¯i Cao Tu Luy®n Cänh Gi¾i ÐÕt Ðáo Ð® 4 Tr÷ng HoÕch Ð¡c Ðích Xßng Hi®u	135	11	-1	Binh thánh kì tr§n
477	1023	#236 Khoáng Thª Vû Thánh #236	Ðß½ng Ti«n T¯i Cao Tu Luy®n Cänh Gi¾i ÐÕt Ðáo Ð® 5 Tr÷ng HoÕch Ð¡c Ðích Xßng Hi®u	135	12	-1	Binh thánh kì tr§n
478	1023	#235 Vô Song Vû Thánh #235	Ðß½ng Ti«n T¯i Cao Tu Luy®n Cänh Gi¾i ÐÕt Ðáo Ð® 6 Tr÷ng HoÕch Ð¡c Ðích Xßng Hi®u	135	13	-1	Binh thánh kì tr§n
479	1023	#236 Tuy®t Thª Phong Hoa #236	Ðß½ng Ti«n T¯i Cao Tu Luy®n Cänh Gi¾i ÐÕt Ðáo Ð® 7 Tr÷ng HoÕch Ð¡c Ðích Xßng Hi®u	135	14	-1	Binh thánh kì tr§n
480	1023	#236 Siêu Phàm Nh§p Thánh #236	Ðß½ng Ti«n T¯i Cao Tu Luy®n Cänh Gi¾i ÐÕt Ðáo Ð® 8 Tr÷ng HoÕch Ð¡c Ðích Xßng Hi®u	135	15	-1	Binh thánh kì tr§n
