INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
24609	Tuy«n Linh Nhân Ngçu Bäo Bäo	2460	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	657	300000	734	150000	652	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	2702	2016	978	1762	1370	948	1042	1090	1232	1422	50	150	200	100	500	120000	24600
24610	Thành Niên Tinh Minh Nhân Ngçu	2461	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2814	2100	1020	1836	1428	1051	1156	1208	1366	1576	50	150	200	100	500	120000	24610
24611	Biªn D¸ Tinh Minh Nhân Ngçu	2461	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3026	2258	1096	1972	1534	1051	1156	1208	1366	1576	50	150	200	100	500	120000	24610
24612	Biªn D¸ Tinh Minh Nhân Ngçu	2461	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3236	2416	1172	2110	1642	1051	1156	1208	1366	1576	50	150	200	100	500	120000	24610
24613	Biªn D¸ Tinh Minh Nhân Ngçu	2461	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3448	2572	1248	2248	1748	1051	1156	1208	1366	1576	50	150	200	100	500	120000	24610
24614	Biªn D¸ Tinh Minh Nhân Ngçu	2461	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3658	2730	1326	2386	1856	1051	1156	1208	1366	1576	50	150	200	100	500	120000	24610
24619	Tinh Minh Nhân Ngçu Bäo Bäo	2461	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2814	2100	1020	1836	1428	1051	1156	1208	1366	1576	50	150	200	100	500	120000	24610
24620	Thành Niên Võ Huy«n Nhân Ngçu	2462	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	657	400000	734	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2928	2184	1060	1908	1484	1153	1268	1325	1498	1729	50	150	200	100	500	120000	24620
24621	Biªn D¸ Võ Huy«n Nhân Ngçu	2462	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	657	400000	734	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3104	2316	1124	2024	1574	1153	1268	1325	1498	1729	50	150	200	100	500	120000	24620
24622	Biªn D¸ Võ Huy«n Nhân Ngçu	2462	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	657	400000	734	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3278	2446	1188	2138	1662	1153	1268	1325	1498	1729	50	150	200	100	500	120000	24620
24623	Biªn D¸ Võ Huy«n Nhân Ngçu	2462	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	657	400000	734	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3454	2578	1250	2252	1752	1153	1268	1325	1498	1729	50	150	200	100	500	120000	24620
24624	Biªn D¸ Võ Huy«n Nhân Ngçu	2462	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	657	400000	734	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3630	2710	1314	2368	1840	1153	1268	1325	1498	1729	50	150	200	100	500	120000	24620
24625	Biªn D¸ Võ Huy«n Nhân Ngçu	2462	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	657	400000	734	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3806	2840	1378	2482	1930	1153	1268	1325	1498	1729	50	150	200	100	500	120000	24620
24629	Võ Huy«n Nhân Ngçu Bäo Bäo	2462	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	657	400000	734	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2928	2184	1060	1908	1484	1153	1268	1325	1498	1729	50	150	200	100	500	120000	24620
24630	Thành Niên Diêm Th¥n Nhân Ngçu	2463	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	657	450000	734	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3040	2270	1102	1982	1542	1255	1380	1443	1631	1882	50	150	200	100	500	120000	24630
24631	Biªn D¸ Diêm Th¥n Nhân Ngçu	2463	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	657	450000	734	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3192	2382	1156	2082	1618	1255	1380	1443	1631	1882	50	150	200	100	500	120000	24630
24632	Biªn D¸ Diêm Th¥n Nhân Ngçu	2463	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	657	450000	734	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3344	2496	1212	2180	1696	1255	1380	1443	1631	1882	50	150	200	100	500	120000	24630
24633	Biªn D¸ Diêm Th¥n Nhân Ngçu	2463	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	657	450000	734	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3496	2610	1266	2280	1774	1255	1380	1443	1631	1882	50	150	200	100	500	120000	24630
24634	Biªn D¸ Diêm Th¥n Nhân Ngçu	2463	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	657	450000	734	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3648	2724	1322	2380	1850	1255	1380	1443	1631	1882	50	150	200	100	500	120000	24630
24635	Biªn D¸ Diêm Th¥n Nhân Ngçu	2463	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	657	450000	734	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3800	2836	1376	2478	1928	1255	1380	1443	1631	1882	50	150	200	100	500	120000	24630
24636	Biªn D¸ Diêm Th¥n Nhân Ngçu	2463	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	657	450000	734	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3952	2950	1432	2578	2004	1255	1380	1443	1631	1882	50	150	200	100	500	120000	24630
24639	Diêm Th¥n Nhân Ngçu Bäo Bäo	2463	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	657	450000	734	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3040	2270	1102	1982	1542	1255	1380	1443	1631	1882	50	150	200	100	500	120000	24630
24640	Thành Niên PhÕm Thánh Nhân Ngçu	2464	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3150	2352	1142	2054	1598	1357	1492	1560	1764	2035	50	150	200	100	500	120000	24640
24641	Biªn D¸ PhÕm Thánh Nhân Ngçu	2464	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3286	2452	1190	2142	1666	1357	1492	1560	1764	2035	50	150	200	100	500	120000	24640
24642	Biªn D¸ PhÕm Thánh Nhân Ngçu	2464	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3422	2554	1238	2230	1734	1357	1492	1560	1764	2035	50	150	200	100	500	120000	24640
24643	Biªn D¸ PhÕm Thánh Nhân Ngçu	2464	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3556	2654	1288	2318	1804	1357	1492	1560	1764	2035	50	150	200	100	500	120000	24640
24644	Biªn D¸ PhÕm Thánh Nhân Ngçu	2464	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3692	2754	1336	2406	1872	1357	1492	1560	1764	2035	50	150	200	100	500	120000	24640
24645	Biªn D¸ PhÕm Thánh Nhân Ngçu	2464	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3826	2856	1386	2496	1940	1357	1492	1560	1764	2035	50	150	200	100	500	120000	24640
24646	Biªn D¸ PhÕm Thánh Nhân Ngçu	2464	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3962	2956	1434	2584	2008	1357	1492	1560	1764	2035	50	150	200	100	500	120000	24640
24647	Biªn D¸ PhÕm Thánh Nhân Ngçu	2464	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	4096	3058	1484	2672	2078	1357	1492	1560	1764	2035	50	150	200	100	500	120000	24640
24649	PhÕm Thánh Nhân Ngçu Bäo Bäo	2464	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	657	500000	734	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3150	2352	1142	2054	1598	1357	1492	1560	1764	2035	50	150	200	100	500	120000	24640
24650	Thành Niên Thông Thiên Nhân Ngçu	2465	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3264	2436	1182	2128	1656	1459	1604	1677	1896	2388	50	150	200	100	500	120000	24650
24651	Biªn D¸ Thông Thiên Nhân Ngçu	2465	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3386	2528	1226	2208	1718	1459	1604	1677	1896	2388	50	150	200	100	500	120000	24650
24652	Biªn D¸ Thông Thiên Nhân Ngçu	2465	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3508	2618	1270	2288	1780	1459	1604	1677	1896	2388	50	150	200	100	500	120000	24650
24653	Biªn D¸ Thông Thiên Nhân Ngçu	2465	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3632	2710	1316	2368	1842	1459	1604	1677	1896	2388	50	150	200	100	500	120000	24650
24654	Biªn D¸ Thông Thiên Nhân Ngçu	2465	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3754	2802	1360	2448	1904	1459	1604	1677	1896	2388	50	150	200	100	500	120000	24650
24655	Biªn D¸ Thông Thiên Nhân Ngçu	2465	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3876	2892	1404	2528	1966	1459	1604	1677	1896	2388	50	150	200	100	500	120000	24650
24656	Biªn D¸ Thông Thiên Nhân Ngçu	2465	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3998	2984	1448	2608	2028	1459	1604	1677	1896	2388	50	150	200	100	500	120000	24650
24657	Biªn D¸ Thông Thiên Nhân Ngçu	2465	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	4122	3076	1492	2688	2090	1459	1604	1677	1896	2388	50	150	200	100	500	120000	24650
24658	Biªn D¸ Thông Thiên Nhân Ngçu	2465	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	4244	3168	1536	2768	2152	1459	1604	1677	1896	2388	50	150	200	100	500	120000	24650
24659	Thông Thiên Nhân Ngçu Bäo Bäo	2465	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	657	550000	734	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3264	2436	1182	2128	1656	1459	1604	1677	1896	2388	50	150	200	100	500	120000	24650
24660	Thành Niên Ð§u Ð§u Long	2466	5	9	0	0	1000	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	938	1444	2606	1500	1876	846	930	972	1099	1269	500	150	100	150	100	120000	24660
24661	Biªn D¸ Ð§u Ð§u Long	2466	5	9	1	0	1000	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1078	1660	2998	1724	2156	846	930	972	1099	1269	500	150	100	150	100	120000	24660
24662	Biªn D¸ Ð§u Ð§u Long	2466	5	9	1	0	1000	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1218	1876	3388	1950	2438	846	930	972	1099	1269	500	150	100	150	100	120000	24660
24669	Ð§u Ð§u Long Bäo Bäo	2466	5	9	0	1	1000	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	938	1444	2606	1500	1876	846	930	972	1099	1269	500	150	100	150	100	120000	24660
24670	Thành Niên Ð§u Ð§u Long	2467	45	9	0	0	1000	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	978	1506	2720	1566	1958	948	1042	1090	1232	1422	500	150	100	150	100	120000	24670
24671	Biªn D¸ Ð§u Ð§u Long	2467	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1076	1658	2992	1722	2152	948	1042	1090	1232	1422	500	150	100	150	100	120000	24670
24672	Biªn D¸ Ð§u Ð§u Long	2467	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1174	1808	3264	1878	2348	948	1042	1090	1232	1422	500	150	100	150	100	120000	24670
24673	Biªn D¸ Ð§u Ð§u Long	2467	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1958	3538	2036	2544	948	1042	1090	1232	1422	500	150	100	150	100	120000	24670
24679	Ð§u Ð§u Long Bäo Bäo	2467	45	9	0	1	1000	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	978	1506	2720	1566	1958	948	1042	1090	1232	1422	500	150	100	150	100	120000	24670
24680	Thành Niên Ð§u Ð§u Long	2468	55	9	0	0	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	1570	2834	1632	2040	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24680
24681	Biªn D¸ Ð§u Ð§u Long	2468	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1096	1688	3048	1754	2192	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24680
24682	Biªn D¸ Ð§u Ð§u Long	2468	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1172	1806	3260	1876	2346	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24680
24683	Biªn D¸ Ð§u Ð§u Long	2468	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1248	1924	3472	1998	2498	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24680
24684	Biªn D¸ Ð§u Ð§u Long	2468	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	2042	3686	2120	2652	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24680
24689	Ð§u Ð§u Long Bäo Bäo	2468	55	9	0	1	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	1570	2834	1632	2040	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24680
24690	Thành Niên Ð§u Ð§u Long	2469	65	9	0	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1060	1632	2948	1696	2122	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24690
24691	Biªn D¸ Ð§u Ð§u Long	2469	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1124	1730	3126	1798	2248	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24690
24692	Biªn D¸ Ð§u Ð§u Long	2469	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1188	1830	3302	1900	2376	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24690
24693	Biªn D¸ Ð§u Ð§u Long	2469	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1250	1928	3480	2002	2502	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24690
24694	Biªn D¸ Ð§u Ð§u Long	2469	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1314	2026	3656	2104	2630	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24690
24695	Biªn D¸ Ð§u Ð§u Long	2469	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1378	2124	3834	2206	2758	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24690
24699	Ð§u Ð§u Long Bäo Bäo	2469	65	9	0	1	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1060	1632	2948	1696	2122	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24690
24700	Thành Niên Ð§u Ð§u Long	2470	75	9	0	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	1696	3062	1762	2204	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24700
24701	Biªn D¸ Ð§u Ð§u Long	2470	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1156	1780	3216	1850	2314	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24700
24702	Biªn D¸ Ð§u Ð§u Long	2470	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1212	1866	3368	1938	2424	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24700
24703	Biªn D¸ Ð§u Ð§u Long	2470	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1266	1950	3522	2026	2534	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24700
24704	Biªn D¸ Ð§u Ð§u Long	2470	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1322	2036	3676	2114	2644	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24700
24705	Biªn D¸ Ð§u Ð§u Long	2470	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1376	2120	3828	2204	2754	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24700
24706	Biªn D¸ Ð§u Ð§u Long	2470	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	2206	3982	2292	2864	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24700
24709	Ð§u Ð§u Long Bäo Bäo	2470	75	9	0	1	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	1696	3062	1762	2204	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24700
24710	Thành Niên Ð§u Ð§u Long	2471	85	9	0	0	1000	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1142	1758	3174	1826	2284	1357	1492	1560	1764	2035	500	150	100	150	100	120000	24710
24711	Biªn D¸ Ð§u Ð§u Long	2471	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1190	1834	3310	1904	2380	1357	1492	1560	1764	2035	500	150	100	150	100	120000	24710
24712	Biªn D¸ Ð§u Ð§u Long	2471	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1238	1908	3446	1982	2478	1357	1492	1560	1764	2035	500	150	100	150	100	120000	24710
24713	Biªn D¸ Ð§u Ð§u Long	2471	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1288	1984	3582	2062	2576	1357	1492	1560	1764	2035	500	150	100	150	100	120000	24710
24714	Biªn D¸ Ð§u Ð§u Long	2471	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1336	2060	3718	2140	2674	1357	1492	1560	1764	2035	500	150	100	150	100	120000	24710
24715	Biªn D¸ Ð§u Ð§u Long	2471	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1386	2134	3854	2218	2772	1357	1492	1560	1764	2035	500	150	100	150	100	120000	24710
24716	Biªn D¸ Ð§u Ð§u Long	2471	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1434	2210	3990	2296	2870	1357	1492	1560	1764	2035	500	150	100	150	100	120000	24710
24717	Biªn D¸ Ð§u Ð§u Long	2471	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	2286	4126	2374	2968	1357	1492	1560	1764	2035	500	150	100	150	100	120000	24710
24719	Ð§u Ð§u Long Bäo Bäo	2471	85	9	0	1	1000	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1142	1758	3174	1826	2284	1357	1492	1560	1764	2035	500	150	100	150	100	120000	24710
24720	Thành Niên Ð§u Ð§u Long	2472	95	9	0	0	1000	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1182	1774	3336	1892	2366	1459	1604	1677	1896	2388	500	150	100	150	100	120000	24720
24721	Biªn D¸ Ð§u Ð§u Long	2472	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1226	1840	3460	1962	2454	1459	1604	1677	1896	2388	500	150	100	150	100	120000	24720
24722	Biªn D¸ Ð§u Ð§u Long	2472	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1270	1906	3586	2034	2542	1459	1604	1677	1896	2388	500	150	100	150	100	120000	24720
24723	Biªn D¸ Ð§u Ð§u Long	2472	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1316	1974	3710	2104	2632	1459	1604	1677	1896	2388	500	150	100	150	100	120000	24720
24724	Biªn D¸ Ð§u Ð§u Long	2472	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1360	2040	3836	2176	2720	1459	1604	1677	1896	2388	500	150	100	150	100	120000	24720
24725	Biªn D¸ Ð§u Ð§u Long	2472	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1404	2106	3960	2246	2808	1459	1604	1677	1896	2388	500	150	100	150	100	120000	24720
24726	Biªn D¸ Ð§u Ð§u Long	2472	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1448	2172	4086	2318	2898	1459	1604	1677	1896	2388	500	150	100	150	100	120000	24720
