INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																																																																																																																																																																																																																																																	
259	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30103010	1	-1	100	100		30103011	1	-1	100	100		30103012	1	-1	100	100		30103013	1	-1	100	100		30102011	1	-1	100	100		30102012	1	-1	100	100		30102013	1	-1	100	100		30102014	1	-1	100	100		30102015	1	-1	100	100		30005021	1	-1	100	100		30005022	1	-1	100	100		30005023	1	-1	100	100		30005024	1	-1	100	100		30005029	1	-1	100	100		30005030	1	-1	100	100		30005030	1	-1	100	100		30005032	1	-1	100	100		30202022	1	-1	100	100		30202023	1	-1	100	100		30202010	1	-1	100	100		30202011	1	-1	100	100		30203001	1	-1	100	100		30203002	1	-1	100	100		30201001	1	-1	100	100		30201002	1	-1	100	100		30201003	1	-1	100	100		30202046	1	-1	100	100		30202047	1	-1	100	100		30203034	1	-1	100	100		30203035	1	-1	100	100		30202070	1	-1	100	100		30202071	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
260	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	30503025	1	-1	100	100		30503026	1	-1	100	100		30503027	1	-1	100	100		30503028	1	-1	100	100		30503029	1	-1	100	100		30503030	1	-1	100	100		30503030	1	-1	100	100		30503032	1	-1	100	100		30503033	1	-1	100	100		30503034	1	-1	100	100		30503035	1	-1	100	100		30503036	1	-1	100	100		30503037	1	-1	100	100		30503038	1	-1	100	100		30503039	1	-1	100	100		30503040	1	-1	100	100		30503041	1	-1	100	100		30503042	1	-1	100	100		30503043	1	-1	100	100		30503044	1	-1	100	100		30503045	1	-1	100	100		30503046	1	-1	100	100		30503047	1	-1	100	100		30503048	1	-1	100	100		30503049	1	-1	100	100		30503050	1	-1	100	100		30503051	1	-1	100	100		30503052	1	-1	100	100		30503053	1	-1	100	100		30503054	1	-1	100	100		30503055	1	-1	100	100		30503056	1	-1	100	100		30503057	1	-1	100	100		30503058	1	-1	100	100		30503059	1	-1	100	100		30503060	1	-1	100	100		30503061	1	-1	100	100		30503062	1	-1	100	100		30503063	1	-1	100	100		30503064	1	-1	100	100		30503065	1	-1	100	100		30503066	1	-1	100	100		30503067	1	-1	100	100		30503068	1	-1	100	100		30503069	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
261	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	20103005	1	-1	100	100		20103006	1	-1	100	100		20103007	1	-1	100	100		20103008	1	-1	100	100		20103009	1	-1	100	100		20103010	1	-1	100	100		20103077	1	-1	100	100		20103078	1	-1	100	100		20103079	1	-1	100	100		20103080	1	-1	100	100		20103081	1	-1	100	100		20103082	1	-1	100	100		20103089	1	-1	100	100		20103090	1	-1	100	100		20103091	1	-1	100	100		20103092	1	-1	100	100		20103093	1	-1	100	100		20103094	1	-1	100	100		20105005	1	-1	100	100		20105006	1	-1	100	100		20105007	1	-1	100	100		20105008	1	-1	100	100		20105009	1	-1	100	100		20105010	1	-1	100	100		20103100	1	-1	100	100		20103101	1	-1	100	100		20103102	1	-1	100	100		20103103	1	-1	100	100		20103104	1	-1	100	100		20103105	1	-1	100	100		20103112	1	-1	100	100		20103113	1	-1	100	100		20103114	1	-1	100	100		20103115	1	-1	100	100		20103116	1	-1	100	100		20103117	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
262	40	120	1	9	1	1	7	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30505034	1	-1	100	100		30505035	1	-1	100	100		30505036	1	-1	100	100		30505037	1	-1	100	100		30505038	1	-1	100	100		30505039	1	-1	100	100		30505040	1	-1	100	100		30505041	1	-1	100	100		30509015	1	-1	100	100		30509016	1	-1	100	100		30509017	1	-1	100	100		30509018	1	-1	100	100		30509019	1	-1	100	100		30509020	1	-1	100	100		30509021	1	-1	100	100		30509022	1	-1	100	100		30509023	1	-1	100	100		30509024	1	-1	100	100		30509025	1	-1	100	100		30509026	1	-1	100	100		30509027	1	-1	100	100		30509029	1	-1	100	100		30509030	1	-1	100	100		30509031	1	-1	100	100		30509032	1	-1	100	100		30509033	1	-1	100	100		30509034	1	-1	100	100		30509035	1	-1	100	100		30509036	1	-1	100	100		0	1	-1	100	100		30503140	1	-1	100	100		10553237	1	-1	100	100		20310100	1	-1	100	100		20310101	1	-1	100	100		20310102	1	-1	100	100																																																																																																																																																																																																																																																																																																																																																						
263	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30302502	1	-1	100	100		30302505	1	-1	100	100		30302508	1	-1	100	100		30302511	1	-1	100	100		30302514	1	-1	100	100		30302517	1	-1	100	100		30302520	1	-1	100	100		30302523	1	-1	100	100		30302526	1	-1	100	100		30004483	1	-1	100	100		30004471	1	-1	100	100		30004472	1	-1	100	100		30004473	1	-1	100	100		30004474	1	-1	100	100		30004475	1	-1	100	100		30004476	1	-1	100	100		30004477	1	-1	100	100		30004478	1	-1	100	100		30004479	1	-1	100	100		30004480	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		30509028	1	-1	100	100		30509012	1	-1	500	100		30509029	1	-1	1000	100		30509030	1	-1	1000	100		30509031	1	-1	1000	100		30509032	1	-1	1000	100		30509033	1	-1	1000	100		30509034	1	-1	1000	100		30509035	1	-1	1000	100		30509036	1	-1	1000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
264	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	10157001	1	-1	1	100		10157005	1	-1	1000	100		10157010	1	-1	1000	100		10157011	1	-1	1000	100		10157012	1	-1	100	100		10157013	1	-1	100	100		10156001	1	-1	100	100		10156002	1	-1	100	100		10554303	1	-1	100	100		10554307	1	-1	100	100		10554308	1	-1	100	100		10554309	1	-1	100	100		10554310	1	-1	100	100		10554311	1	-1	100	100		10554403	1	-1	100	100		10554407	1	-1	100	100		10554409	1	-1	100	100		10554408	1	-1	100	100		10554410	1	-1	100	100		10554411	1	-1	100	100		10554506	1	-1	100	100		10555004	1	-1	100	100		10554004	1	-1	100	100		10554104	1	-1	100	100		10554204	1	-1	100	100		10149021	1	-1	100	100		10149022	1	-1	100	100		10149023	1	-1	100	100		10149024	1	-1	100	100		10149025	1	-1	100	100		10149026	1	-1	100	100		10149027	1	-1	100	100		10149028	1	-1	100	100		10149029	1	-1	100	100		10149035	1	-1	100	100		30505192	20	-1	100	100		20310100	1	-1	100	100		20310101	1	-1	100	100		20310102	1	-1	100	100		30505255	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
265	40	120	1	9	1	1	5	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30501179	1	-1	1000	100		30501180	1	-1	5000	100		30501181	1	-1	25000	100		30501182	1	-1	50000	100		30501188	1	-1	1000	100		30501189	1	-1	5000	100		30501190	1	-1	25000	100		30501191	1	-1	50000	100		30501197	1	-1	1000	100		30501198	1	-1	5000	100		30501199	1	-1	25000	100		30501200	1	-1	50000	100		30501206	1	-1	1000	100		30501207	1	-1	5000	100		30501208	1	-1	25000	100		30501209	1	-1	50000	100		30501215	1	-1	1000	100		30501216	1	-1	5000	100		30501217	1	-1	25000	100		30501218	1	-1	50000	100		30501224	1	-1	1000	100		30501225	1	-1	5000	100		30501226	1	-1	25000	100		30501227	1	-1	50000	100		30501233	1	-1	1000	100		30501234	1	-1	5000	100		30501235	1	-1	25000	100		30501236	1	-1	50000	100		30501242	1	-1	1000	100		30501243	1	-1	5000	100		30501244	1	-1	25000	100		30501245	1	-1	50000	100		30501324	1	-1	1000	100		30501325	1	-1	5000	100		30501326	1	-1	25000	100		30501327	1	-1	50000	100		30501333	1	-1	1000	100		30501334	1	-1	5000	100		30501335	1	-1	25000	100		30501336	1	-1	50000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
266	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	0	1	-1	1	100		0	1	-1	1000	100		0	1	-1	1000	100		0	1	-1	1000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
267	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	0	1	-1	1	100		0	1	-1	1000	100		0	1	-1	1000	100		0	1	-1	1000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
268	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	0	1	-1	1	100		0	1	-1	1000	100		0	1	-1	1000	100		0	1	-1	1000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
269	40	120	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	0	1	-1	1	100		0	1	-1	1000	100		0	1	-1	1000	100		0	1	-1	1000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
270	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20501008	1	-1	9000	100		20502008	1	-1	9000	100		20501008	11	-1	90000	100		20502008	11	-1	90000	100		20501001	20	-1	100	100		20502001	20	-1	100	100		20103102	20	-1	200	100		20103082	20	-1	200	100		20103094	20	-1	200	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
301	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008002	1	-1	100	100		30008014	1	-1	100	100		30008016	1	-1	100	100		30008003	1	-1	100	100		30008015	1	-1	100	100		30008029	1	-1	100	100		30008007	1	-1	100	100		30008030	1	-1	100	100		30008006	1	-1	100	100		30008009	1	-1	100	100		30008013	1	-1	100	100		30501361	1	-1	100	100		31000101	1	-1	100	100		38000944	1	-1	100	100		38000948	1	-1	100	100		38000949	1	-1	100	100		38000950	1	-1	100	100		38000952	1	-1	100	100																																																																																																																																																																																																													
302	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20500005	1	-1	100	100		20500005	10	-1	1000	100		20500005	20	-1	2000	100		20500006	1	-1	100	100		20500006	10	-1	1000	100		20500006	20	-1	2000	100		20501005	1	-1	100	100		20501005	10	-1	1000	100		20501005	20	-1	2000	100		20501006	1	-1	100	100		20501006	10	-1	1000	100		20501006	20	-1	2000	100		20502005	1	-1	100	100		20502005	10	-1	1000	100		20502005	20	-1	2000	100		20502006	1	-1	100	100		20502006	10	-1	1000	100		20502006	20	-1	2000	100																																																																																																																																																																																																	
303	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30503149	1	-1	100	100		30503150	1	-1	100	100		20310169	10	-1	1000	100		20502009	10	-1	1000	100		30120012	1	-1	100	100		30120013	1	-1	100	100		30120022	1	-1	100	100		30120023	1	-1	100	100		30120028	1	-1	100	100		30120029	1	-1	100	100		30120030	1	-1	100	100		30120031	1	-1	100	100		30120032	1	-1	100	100		30120041	1	-1	100	100		30120008	1	-1	100	100		30120009	1	-1	100	100		30120010	1	-1	100	100		30120011	1	-1	100	100		30120141	1	-1	100	100		30120142	1	-1	100	100		30120143	1	-1	100	100		30120144	1	-1	100	100		30120048	1	-1	100	100		30120049	1	-1	100	100		30120050	1	-1	100	100		30120051	1	-1	100	100		30120052	1	-1	100	100		30120001	1	-1	100	100		30120002	1	-1	100	100		30120003	1	-1	100	100		30120095	1	-1	100	100		30120033	1	-1	100	100		30120034	1	-1	100	100		30120039	1	-1	100	100		30120040	1	-1	100	100		30120042	1	-1	100	100		30120043	1	-1	100	100		30120044	1	-1	100	100		30120045	1	-1	100	100		30120046	1	-1	100	100		30120047	1	-1	100	100		30120057	1	-1	100	100		30120058	1	-1	100	100		30120059	1	-1	100	100		30120060	1	-1	100	100		30120061	1	-1	100	100																			
304	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008048	1	-1	100	100		30008034	1	-1	100	100		30900005	1	-1	100	100		30900006	1	-1	100	100		30900045	1	-1	100	100		30900013	1	-1	100	100		30900014	1	-1	100	100		30900049	1	-1	100	100		30900000	1	-1	100	100		30900007	1	-1	100	100																																																																																																																																																																																																																																																	
305	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30503115	1	-1	100	100		30503115	10	-1	1000	100		30503115	20	-1	2000	100		30503118	1	-1	100	100		30503118	10	-1	1000	100		30503118	20	-1	2000	100		30503119	1	-1	100	100		30503119	10	-1	1000	100		30503119	20	-1	2000	100		30503120	1	-1	100	100		30503120	10	-1	1000	100		30503120	20	-1	2000	100		20310020	1	-1	100	100		20310020	10	-1	1000	100		20310020	20	-1	2000	100		30503121	1	-1	100	100																																																																																																																																																																																																													
306	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10156001	1	-1	100	100		10156002	1	-1	100	100		30700230	20	-1	2000	100		30700231	20	-1	2000	100		30700232	20	-1	2000	100		20310158	1	-1	100	100		20310159	1	-1	100	100		30700237	10	-1	1000	100		30700240	10	-1	1000	100		30700214	1	-1	100	100		30700215	1	-1	100	100		30700216	1	-1	100	100		30700217	1	-1	100	100		30700218	1	-1	100	100		30700219	1	-1	100	100		30700220	1	-1	100	100		30700221	1	-1	100	100		30700222	1	-1	100	100		30700223	1	-1	100	100		30700224	1	-1	100	100		30700225	1	-1	100	100		20310122	1	-1	100	100		20310123	1	-1	100	100		20310124	1	-1	100	100		20310125	1	-1	100	100		20310126	1	-1	100	100		20310127	1	-1	100	100		20310128	1	-1	100	100		20310131	1	-1	100	100		20310132	1	-1	100	100		20310133	1	-1	100	100		20310134	1	-1	100	100		20310135	1	-1	100	100		20310136	1	-1	100	100		20310137	1	-1	100	100		20310140	1	-1	100	100		20310141	1	-1	100	100		20310142	1	-1	100	100		20310143	1	-1	100	100		20310144	1	-1	100	100		20310145	1	-1	100	100		20310146	1	-1	100	100		20310117	1	-1	100	100		20310118	1	-1	100	100		20310119	1	-1	100	100		20310120	1	-1	100	100		20310121	1	-1	100	100		30700244	1	-1	100	100		30700236	1	-1	100	100
307	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10157001	1	-1	100	100		38000184	1	-1	100	100		38000184	10	-1	1000	100		20310185	1	-1	100	100		20310185	20	-1	2000	100		20310186	1	-1	100	100		20310186	20	-1	2000	100		20310187	1	-1	100	100		20310187	20	-1	2000	100		20310188	1	-1	100	100		20310188	20	-1	2000	100		20310197	1	-1	100	100		20310197	20	-1	2000	100		20310189	1	-1	100	100		20310189	20	-1	2000	100		20310190	1	-1	100	100		20310190	20	-1	2000	100		20310191	1	-1	100	100		20310191	20	-1	2000	100																																																																																																																																																																																											
308	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505900	1	-1	100	100		30505901	1	-1	100	100		30505902	1	-1	100	100		30505903	1	-1	100	100		30505904	1	-1	100	100		30505905	1	-1	100	100		30505906	1	-1	100	100		30505816	1	-1	100	100		30505816	10	-1	1000	100		30505817	1	-1	100	100		30505817	10	-1	1000	100		30505908	1	-1	100	100		30505908	10	-1	1000	100		30302400	1	-1	100	100		30302401	1	-1	100	100		30302402	1	-1	100	100		30302403	1	-1	100	100		30302521	1	-1	100	100		30302522	1	-1	100	100		30302523	1	-1	100	100		30302500	1	-1	100	100		30302501	1	-1	100	100		30302502	1	-1	100	100		30302509	1	-1	100	100		30302510	1	-1	100	100		30302511	1	-1	100	100		30302503	1	-1	100	100		30302504	1	-1	100	100		30302505	1	-1	100	100		30302506	1	-1	100	100		30302507	1	-1	100	100		30302508	1	-1	100	100		30302515	1	-1	100	100		30302516	1	-1	100	100		30302517	1	-1	100	100		30302512	1	-1	100	100		30302513	1	-1	100	100		30302514	1	-1	100	100		30302518	1	-1	100	100		30302519	1	-1	100	100		30302520	1	-1	100	100		30302524	1	-1	100	100		30302525	1	-1	100	100		30302526	1	-1	100	100		30302573	1	-1	100	100		30302574	1	-1	100	100		30302575	1	-1	100	100																			

309	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50131001	1	-1	100	100		50131002	1	-1	100	100		50131003	1	-1	100	100		50131004	1	-1	100	100		50131005	1	-1	100	100		50131006	1	-1	100	100		50131007	1	-1	100	100		50131008	1	-1	100	100		50131009	1	-1	100	100		50132001	1	-1	100	100		50132002	1	-1	100	100		50132003	1	-1	100	100		50132004	1	-1	100	100		50132005	1	-1	100	100		50132006	1	-1	100	100		50132007	1	-1	100	100		50132008	1	-1	100	100		50132009	1	-1	100	100		50133001	1	-1	100	100		50133002	1	-1	100	100		50133003	1	-1	100	100		50133004	1	-1	100	100		50133005	1	-1	100	100		50133006	1	-1	100	100		50133007	1	-1	100	100		50133008	1	-1	100	100		50133009	1	-1	100	100																																																																																																																																											
310	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50401001	1	-1	100	100		50401002	1	-1	100	100		50402005	1	-1	100	100		50402006	1	-1	100	100		50402007	1	-1	100	100		50402008	1	-1	100	100		50403001	1	-1	100	100		50404002	1	-1	100	100		50411001	1	-1	100	100		50411002	1	-1	100	100		50412005	1	-1	100	100		50412006	1	-1	100	100		50412007	1	-1	100	100		50412008	1	-1	100	100		50413001	1	-1	100	100		50413002	1	-1	100	100		50413003	1	-1	100	100		50413004	1	-1	100	100		50413005	1	-1	100	100		50413006	1	-1	100	100		50414001	1	-1	100	100		50421001	1	-1	100	100		50421002	1	-1	100	100		50421003	1	-1	100	100		50421004	1	-1	100	100	
311	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501178	1	-1	100	100		30501187	1	-1	100	100		30501196	1	-1	100	100		30501205	1	-1	100	100		30501214	1	-1	100	100		30501223	1	-1	100	100		30501232	1	-1	100	100		30501241	1	-1	100	100		30501323	1	-1	100	100		30501332	1	-1	100	100																																																																																																																																																																																																																																																	
312	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50601001	1	-1	10000	100		50601002	1	-1	10000	100		50602005	1	-1	10000	100		50602006	1	-1	10000	100		50602007	1	-1	10000	100		50602008	1	-1	10000	100		50603001	1	-1	10000	100		50604002	1	-1	10000	100		50611001	1	-1	10000	100		50611002	1	-1	10000	100		50612005	1	-1	10000	100		50612006	1	-1	10000	100		50612007	1	-1	10000	100		50612008	1	-1	10000	100		50613001	1	-1	10000	100		50613002	1	-1	10000	100		50613003	1	-1	10000	100		50613004	1	-1	10000	100		50613005	1	-1	10000	100		50613006	1	-1	10000	100		50614001	1	-1	10000	100		50621001	1	-1	10000	100		50621002	1	-1	10000	100		50621003	1	-1	10000	100		50621004	1	-1	10000	100	
313	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501180	1	-1	1000	100		30501189	1	-1	1000	100		30501198	1	-1	1000	100		30501207	1	-1	1000	100		30501216	1	-1	1000	100		30501225	1	-1	1000	100		30501234	1	-1	1000	100		30501243	1	-1	1000	100		30501325	1	-1	1000	100		30501334	1	-1	1000	100																																																																																																																																																																																																																																																	
314	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50721001	1	-1	50000	100		50721002	1	-1	50000	100		50721003	1	-1	50000	100		50721004	1	-1	50000	100																																																																																																																																																																																																																																																																																					
