INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING
201	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302001	1	-1	100	100		30302011	1	-1	100	100		30302021	1	-1	100	100		30302002	1	-1	100	100		30302012	1	-1	100	100		30302022	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
202	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300002	1	-1	100	100		30300012	1	-1	100	100		30300022	1	-1	100	100		30300032	1	-1	100	100		30300042	1	-1	100	100		30300052	1	-1	100	100		30300003	1	-1	100	100		30300013	1	-1	100	100		30300023	1	-1	100	100		30300033	1	-1	100	100		30300043	1	-1	100	100		30300053	1	-1	100	100		30300004	1	-1	100	100		30300014	1	-1	100	100		30300024	1	-1	100	100		30300034	1	-1	100	100		30300044	1	-1	100	100		30300054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
203	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30301002	1	-1	100	100		30301012	1	-1	100	100		30301022	1	-1	100	100		30301032	1	-1	100	100		30301072	1	-1	100	100		30301082	1	-1	100	100		30301092	1	-1	100	100		30301102	1	-1	100	100		30301112	1	-1	100	100		30301122	1	-1	100	100		30301132	1	-1	100	100		30301142	1	-1	100	100		30301062	1	-1	100	100		30301042	1	-1	100	100		30301052	1	-1	100	100		30301003	1	-1	100	100		30301013	1	-1	100	100		30301023	1	-1	100	100		30301033	1	-1	100	100		30301073	1	-1	100	100		30301083	1	-1	100	100		30301093	1	-1	100	100		30301103	1	-1	100	100		30301113	1	-1	100	100		30301123	1	-1	100	100		30301133	1	-1	100	100		30301143	1	-1	100	100		30301063	1	-1	100	100		30301043	1	-1	100	100		30301053	1	-1	100	100		30301004	1	-1	100	100		30301014	1	-1	100	100		30301024	1	-1	100	100		30301034	1	-1	100	100		30301074	1	-1	100	100		30301084	1	-1	100	100		30301094	1	-1	100	100		30301104	1	-1	100	100		30301114	1	-1	100	100		30301124	1	-1	100	100		30301134	1	-1	100	100		30301144	1	-1	100	100		30301064	1	-1	100	100		30301044	1	-1	100	100		30301054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
204	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302002	1	-1	100	100		30302012	1	-1	100	100		30302022	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100		30302004	1	-1	100	100		30302014	1	-1	100	100		30302024	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
205	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308001	1	-1	100	100		20308002	1	-1	100	100		20308003	1	-1	100	100		20308004	1	-1	100	100		20308011	1	-1	100	100		20308012	1	-1	100	100		20308013	1	-1	100	100		20308014	1	-1	100	100		20308021	1	-1	100	100		20308022	1	-1	100	100		20308023	1	-1	100	100		20308024	1	-1	100	100		20308031	1	-1	100	100		20308032	1	-1	100	100		20308033	1	-1	100	100		20308034	1	-1	100	100		20308041	1	-1	100	100		20308042	1	-1	100	100		20308043	1	-1	100	100		20308044	1	-1	100	100		20308051	1	-1	100	100		20308052	1	-1	100	100		20308053	1	-1	100	100		20308054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
206	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308061	1	-1	100	100		20308062	1	-1	100	100		20308063	1	-1	100	100		20308064	1	-1	100	100		20308071	1	-1	100	100		20308072	1	-1	100	100		20308073	1	-1	100	100		20308074	1	-1	100	100		20308081	1	-1	100	100		20308082	1	-1	100	100		20308083	1	-1	100	100		20308084	1	-1	100	100		20308091	1	-1	100	100		20308092	1	-1	100	100		20308093	1	-1	100	100		20308094	1	-1	100	100		20308131	1	-1	100	100		20308132	1	-1	100	100		20308133	1	-1	100	100		20308134	1	-1	100	100		20308141	1	-1	100	100		20308142	1	-1	100	100		20308143	1	-1	100	100		20308144	1	-1	100	100		20308151	1	-1	100	100		20308152	1	-1	100	100		20308153	1	-1	100	100		20308154	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
207	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308101	1	-1	100	100		20308102	1	-1	100	100		20308103	1	-1	100	100		20308104	1	-1	100	100		20308111	1	-1	100	100		20308112	1	-1	100	100		20308113	1	-1	100	100		20308114	1	-1	100	100		20308121	1	-1	100	100		20308122	1	-1	100	100		20308123	1	-1	100	100		20308124	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
208	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10300001	1	-1	10000	100		10302001	1	-1	10000	100		10304001	1	-1	10000	100		10305001	1	-1	10000	100		10300002	1	-1	10000	100		10302002	1	-1	10000	100		10304002	1	-1	10000	100		10305002	1	-1	10000	100		10300003	1	-1	10000	100		10302003	1	-1	10000	100		10304003	1	-1	10000	100		10305003	1	-1	10000	100		10300004	1	-1	15000	100		10302004	1	-1	15000	100		10304004	1	-1	15000	100		10305004	1	-1	15000	100		10300005	1	-1	20000	100		10302005	1	-1	20000	100		10304005	1	-1	20000	100		10305005	1	-1	20000	100		10300100	1	-1	150000	100		10300101	1	-1	150000	100		10300102	1	-1	150000	100		10301100	1	-1	150000	100		10301101	1	-1	150000	100		10301102	1	-1	150000	100		10301200	1	-1	150000	100		10301201	1	-1	150000	100		10301202	1	-1	150000	100		10302100	1	-1	150000	100		10302101	1	-1	150000	100		10302102	1	-1	150000	100		10303100	1	-1	150000	100		10303101	1	-1	150000	100		10303102	1	-1	150000	100		10303200	1	-1	150000	100		10303201	1	-1	150000	100		10303202	1	-1	150000	100		10304100	1	-1	150000	100		10304101	1	-1	150000	100		10304102	1	-1	150000	100		10305100	1	-1	150000	100		10305101	1	-1	150000	100		10305102	1	-1	150000	100		10305200	1	-1	150000	100		10305201	1	-1	150000	100		10305202	1	-1	150000	100																			
209	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20500005	10	-1	1	100		20501005	10	-1	1	100		20502005	10	-1	1	100																																																																																																																																																																																																																																																																																											
210	40	0	1	9	1	1	6	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20500007	1	-1	10000	100		20500007	10	-1	80000	100		20501007	1	-1	10000	100		20501007	10	-1	80000	100		20502007	1	-1	10000	100		20502007	10	-1	80000	100		0	1	-1	7000	100		20502008	1	-1	8000	100		20501001	1	-1	10	100		20501002	1	-1	20	100		20501003	1	-1	50	100		20501004	1	-1	2000	100		20501005	1	-1	3000	100		20501006	1	-1	5000	100		20501007	1	-1	7000	100		20501008	1	-1	8000	100																																																																																																																																																																																																													
211	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50921001	1	-1	3000000	100	#G	50921002	1	-1	3000000	100	#G	50921003	1	-1	3000000	100	#G	50921004	1	-1	3000000	100	#G	50913006	1	-1	1000000	100		50901001	1	-1	1000000	100		50901002	1	-1	1000000	100		50902001	1	-1	1000000	100		50902002	1	-1	1000000	100		50902003	1	-1	1000000	100		50902004	1	-1	1000000	100		50903001	1	-1	1000000	100		50904002	1	-1	1000000	100		50911001	1	-1	1000000	100		50911002	1	-1	1000000	100		50912001	1	-1	1000000	100		50912002	1	-1	1000000	100		50912003	1	-1	1000000	100		50912004	1	-1	1000000	100		50913001	1	-1	1000000	100		50913002	1	-1	1000000	100		50913003	1	-1	1000000	100		50913004	1	-1	1000000	100		50913005	1	-1	1000000	100		50914001	1	-1	1000000	100		30900034	1	-1	50000	100		30900044	1	-1	50000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
212	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501177	1	-1	36	100	#G	30501186	1	-1	36	100	#G	30501195	1	-1	36	100	#G	30501204	1	-1	36	100	#G	30501213	1	-1	36	100	#G	30501222	1	-1	36	100	#G	30501231	1	-1	36	100	#G	30501240	1	-1	36	100	#G	30501178	1	-1	185	100	#G	30501187	1	-1	185	100	#G	30501196	1	-1	185	100	#G	30501205	1	-1	185	100	#G	30501214	1	-1	185	100	#G	30501223	1	-1	185	100	#G	30501232	1	-1	185	100	#G	30501241	1	-1	185	100	#G	30501179	1	-1	801	100	#G	30501188	1	-1	801	100	#G	30501197	1	-1	801	100	#G	30501206	1	-1	801	100	#G	30501215	1	-1	801	100	#G	30501224	1	-1	801	100	#G	30501233	1	-1	801	100	#G	30501242	1	-1	801	100	#G	30501180	1	-1	4007	100	#G	30501189	1	-1	4007	100	#G	30501198	1	-1	4007	100	#G	30501207	1	-1	4007	100	#G	30501216	1	-1	4007	100	#G	30501225	1	-1	4007	100	#G	30501234	1	-1	4007	100	#G	30501243	1	-1	4007	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
213	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501177	1	-1	36	100	#G	30501186	1	-1	36	100	#G	30501195	1	-1	36	100	#G	30501204	1	-1	36	100	#G	30501213	1	-1	36	100	#G	30501222	1	-1	36	100	#G	30501231	1	-1	36	100	#G	30501240	1	-1	36	100	#G	30501178	1	-1	185	100	#G	30501187	1	-1	185	100	#G	30501196	1	-1	185	100	#G	30501205	1	-1	185	100	#G	30501214	1	-1	185	100	#G	30501223	1	-1	185	100	#G	30501232	1	-1	185	100	#G	30501241	1	-1	185	100	#G	30501179	1	-1	801	100	#G	30501188	1	-1	801	100	#G	30501197	1	-1	801	100	#G	30501206	1	-1	801	100	#G	30501215	1	-1	801	100	#G	30501224	1	-1	801	100	#G	30501233	1	-1	801	100	#G	30501242	1	-1	801	100	#G	30501180	1	-1	4007	100	#G	30501189	1	-1	4007	100	#G	30501198	1	-1	4007	100	#G	30501207	1	-1	4007	100	#G	30501216	1	-1	4007	100	#G	30501225	1	-1	4007	100	#G	30501234	1	-1	4007	100	#G	30501243	1	-1	4007	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
214	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501177	1	-1	36	100	#G	30501186	1	-1	36	100	#G	30501195	1	-1	36	100	#G	30501204	1	-1	36	100	#G	30501213	1	-1	36	100	#G	30501222	1	-1	36	100	#G	30501231	1	-1	36	100	#G	30501240	1	-1	36	100	#G	30501178	1	-1	185	100	#G	30501187	1	-1	185	100	#G	30501196	1	-1	185	100	#G	30501205	1	-1	185	100	#G	30501214	1	-1	185	100	#G	30501223	1	-1	185	100	#G	30501232	1	-1	185	100	#G	30501241	1	-1	185	100	#G	30501179	1	-1	801	100	#G	30501188	1	-1	801	100	#G	30501197	1	-1	801	100	#G	30501206	1	-1	801	100	#G	30501215	1	-1	801	100	#G	30501224	1	-1	801	100	#G	30501233	1	-1	801	100	#G	30501242	1	-1	801	100	#G	30501180	1	-1	4007	100	#G	30501189	1	-1	4007	100	#G	30501198	1	-1	4007	100	#G	30501207	1	-1	4007	100	#G	30501216	1	-1	4007	100	#G	30501225	1	-1	4007	100	#G	30501234	1	-1	4007	100	#G	30501243	1	-1	4007	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
215	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501177	1	-1	36	100	#G	30501186	1	-1	36	100	#G	30501195	1	-1	36	100	#G	30501204	1	-1	36	100	#G	30501213	1	-1	36	100	#G	30501222	1	-1	36	100	#G	30501231	1	-1	36	100	#G	30501240	1	-1	36	100	#G	30501178	1	-1	185	100	#G	30501187	1	-1	185	100	#G	30501196	1	-1	185	100	#G	30501205	1	-1	185	100	#G	30501214	1	-1	185	100	#G	30501223	1	-1	185	100	#G	30501232	1	-1	185	100	#G	30501241	1	-1	185	100	#G	30501179	1	-1	801	100	#G	30501188	1	-1	801	100	#G	30501197	1	-1	801	100	#G	30501206	1	-1	801	100	#G	30501215	1	-1	801	100	#G	30501224	1	-1	801	100	#G	30501233	1	-1	801	100	#G	30501242	1	-1	801	100	#G	30501180	1	-1	4007	100	#G	30501189	1	-1	4007	100	#G	30501198	1	-1	4007	100	#G	30501207	1	-1	4007	100	#G	30501216	1	-1	4007	100	#G	30501225	1	-1	4007	100	#G	30501234	1	-1	4007	100	#G	30501243	1	-1	4007	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
216	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	39910001	1	-1	10000	100		39910002	1	-1	30000	100		39910003	1	-1	50000	100		39910004	1	-1	100000	100		39910005	1	-1	200000	100																																																																																																																																																																																																																																																																															
217	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30503119	1	-1	1	100	#G	30503120	1	-1	1	100	#G	30008015	1	-1	1	100	#G	39910007	1	-1	2000	100	#G	30103042	1	-1	1	100	#G	30504019	1	-1	1	100	#G	30000000	1	-1	1	100	#G	30501359	1	-1	20000	100	#G	30501360	1	-1	2000	100	#G	20310184	10	-1	2000000	100	#G	38000111	1	-1	500000	100	#G	38000112	1	-1	500000	100																																																																																																																																																																																																																																												
218	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008053	1	-1	1	100	#G	30900006	1	-1	1	100	#G	30900045	1	-1	1	100	#G	30008030	1	-1	1	100	#G	30008018	1	-1	1	100	#G	30008049	1	-1	1	100	#G	30008050	1	-1	1	100	#G	30900044	1	-1	1	20	#G	31000101	1	-1	1	100	#G	30008019	1	-1	1	100																																																																																																																																																																																																																																																	
219	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10300001	1	-1	1	100		10300002	1	-1	1	100		10300003	1	-1	1	100		10300004	1	-1	1	100		10300005	1	-1	1	100		10302001	1	-1	1	100		10302002	1	-1	1	100		10302003	1	-1	1	100		10302004	1	-1	1	100		10302005	1	-1	1	100		10304001	1	-1	1	100		10304002	1	-1	1	100		10304003	1	-1	1	100		10304004	1	-1	1	100		10304005	1	-1	1	100		10305001	1	-1	1	100		10305002	1	-1	1	100		10305003	1	-1	1	100		10305004	1	-1	1	100		10305005	1	-1	1	100		10300100	1	-1	1	100		10300101	1	-1	1	100		10300102	1	-1	1	100		10301100	1	-1	1	100		10301101	1	-1	1	100		10301102	1	-1	1	100		10301200	1	-1	1	100		10301201	1	-1	1	100		10301202	1	-1	1	100		10302100	1	-1	1	100		10302101	1	-1	1	100		10302102	1	-1	1	100		10303100	1	-1	1	100		10303101	1	-1	1	100		10303102	1	-1	1	100		10303200	1	-1	1	100		10303201	1	-1	1	100		10303202	1	-1	1	100		10304100	1	-1	1	100		10304101	1	-1	1	100		10304102	1	-1	1	100		10305100	1	-1	1	100		10305101	1	-1	1	100		10305102	1	-1	1	100		10305200	1	-1	1	100		10305201	1	-1	1	100		10305202	1	-1	1	100																			
220	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	39901005	1	-1	100000	100	#G	39901006	1	-1	110000	100	#G	39901007	1	-1	120000	100	#G	39901008	1	-1	130000	100	#G	39901009	1	-1	140000	100	#G	39901010	1	-1	150000	100	#G	39901011	1	-1	160000	100	#G	39901012	1	-1	170000	100	#G	39901013	1	-1	180000	100	#G	39901014	1	-1	190000	100	#G	39901015	1	-1	200000	100	#G	39901016	1	-1	210000	100	#G	39901017	1	-1	220000	100	#G	39901018	1	-1	230000	100	#G	39901019	1	-1	240000	100	#G	39901020	1	-1	250000	100	#G	39901021	1	-1	260000	100	#G	39901022	1	-1	270000	100	#G	39901023	1	-1	280000	100	#G	39901024	1	-1	290000	100	#G	39901025	1	-1	300000	100	#G	39901026	1	-1	310000	100	#G	39901027	1	-1	320000	100	#G	39901028	1	-1	330000	100	#G	39901029	1	-1	340000	100	#G	39901030	1	-1	350000	100	#G	39901031	1	-1	360000	100	#G	39901032	1	-1	370000	100	#G	39901033	1	-1	380000	100	#G	39901034	1	-1	390000	100	#G	39901035	1	-1	400000	100	#G	39901036	1	-1	410000	100	#G	39901037	1	-1	420000	100		0	1	-1	100	100																																																																																																	
221	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10124183	1	-1	3000000	100	#G	10124184	1	-1	3000000	100	#G	10124185	1	-1	3000000	100	#G	10124186	1	-1	3000000	100	#G	10124187	1	-1	3000000	100	#G	10124188	1	-1	3000000	100	#G	10124189	1	-1	3000000	100	#G	10124190	1	-1	3000000	100	#G	10124191	1	-1	3000000	100		0	1	-1	100	100																																																																																																																																																																																																																																																	
222	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	39990000	1	-1	1	100		39990001	1	-1	1	100		39990002	1	-1	1	100		39990006	1	-1	1	100		39990008	1	-1	1	100		39990009	1	-1	1	100		39990013	1	-1	1	100		39990015	1	-1	1	100		39990017	1	-1	1	100		39990019	1	-1	1	100		39990021	1	-1	1	100		39990023	1	-1	1	100		39990025	1	-1	1	100		39990027	1	-1	1	100		39990029	1	-1	1	100		39990031	1	-1	1	100		39990033	1	-1	1	100		39990035	1	-1	1	100		39990037	1	-1	1	100		39990039	1	-1	1	100		39990041	1	-1	1	100		39990043	1	-1	1	100		39990045	1	-1	1	100		39990047	1	-1	1	100		39990049	1	-1	1	100		39990051	1	-1	1	100		39990053	1	-1	1	100		39990055	1	-1	1	100		39990057	1	-1	1	100		39990059	1	-1	1	100		39990061	1	-1	1	100		39990063	1	-1	1	100		39990065	1	-1	1	100		39990067	1	-1	1	100		39990069	1	-1	1	100		39990071	1	-1	1	100		39990073	1	-1	1	100		39990075	1	-1	1	100		39990077	1	-1	1	100		39990079	1	-1	1	100																																																													
223	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10155001	1	-1	3000000	100		10155003	1	-1	4500000	100		10155002	1	-1	6000000	100		10433320	1	-1	5000000	100		10433321	1	-1	5000000	100		10433322	1	-1	5000000	100		10433323	1	-1	5000000	100		10433324	1	-1	8000000	100	#G	10433325	1	-1	10000000	100	#G																																																																																																																																																																																																																																																						
224	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501117	1	-1	1	100		30501119	1	-1	1	100		30501120	1	-1	1	100		30501121	1	-1	1	100		30501122	1	-1	1000	100		30501123	1	-1	1	100		30501124	1	-1	1	100		30501103	1	-1	50000	100		30008019	1	-1	1	100		31000004	1	-1	1	100		30007003	1	-1	1000000	100																																																																																																																																																																																																															
225	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30308059	1	-1	1	100	#G	30308055	1	-1	1	100	#G							39990087																																																																																																																																																																																																																																																																																									
